Entidad,Homicidios,Fecha
Aguascalientes,0,2020-11-17
Baja California,5,2020-11-17
Baja California Sur,0,2020-11-17
Campeche,0,2020-11-17
Chiapas,2,2020-11-17
Chihuahua,3,2020-11-17
Ciudad de México,4,2020-11-17
Coahuila,0,2020-11-17
Colima,0,2020-11-17
Durango,2,2020-11-17
Estado de México,10,2020-11-17
Guanajuato,14,2020-11-17
Guerrero,8,2020-11-17
Hidalgo,0,2020-11-17
Jalisco,3,2020-11-17
Michoacán,8,2020-11-17
Morelos,1,2020-11-17
Nayarit,0,2020-11-17
Nuevo León,1,2020-11-17
Oaxaca,1,2020-11-17
Puebla,9,2020-11-17
Querétaro,0,2020-11-17
Quintana Roo,3,2020-11-17
San Luis Potosí,1,2020-11-17
Sinaloa,5,2020-11-17
Sonora,1,2020-11-17
Tabasco,0,2020-11-17
Tamaulipas,2,2020-11-17
Tlaxcala,1,2020-11-17
Veracruz,3,2020-11-17
Yucatán,0,2020-11-17
Zacatecas,4,2020-11-17
