Entidad,Homicidios,Fecha
Aguascalientes,0,2020-11-12
Baja California,4,2020-11-12
Baja California Sur,0,2020-11-12
Campeche,0,2020-11-12
Chiapas,2,2020-11-12
Chihuahua,1,2020-11-12
Ciudad de México,3,2020-11-12
Coahuila,1,2020-11-12
Colima,1,2020-11-12
Durango,0,2020-11-12
Estado de México,11,2020-11-12
Guanajuato,11,2020-11-12
Guerrero,6,2020-11-12
Hidalgo,0,2020-11-12
Jalisco,7,2020-11-12
Michoacán,6,2020-11-12
Morelos,3,2020-11-12
Nayarit,3,2020-11-12
Nuevo León,0,2020-11-12
Oaxaca,1,2020-11-12
Puebla,1,2020-11-12
Querétaro,1,2020-11-12
Quintana Roo,1,2020-11-12
San Luis Potosí,1,2020-11-12
Sinaloa,1,2020-11-12
Sonora,1,2020-11-12
Tabasco,2,2020-11-12
Tamaulipas,1,2020-11-12
Tlaxcala,0,2020-11-12
Veracruz,0,2020-11-12
Yucatán,0,2020-11-12
Zacatecas,1,2020-11-12
