Entidad,Homicidios,Entidad,Homicidios
Aguascalientes,0.0,Morelos,4.0
Baja California,5.0,Nayarit,2.0
,,Nuevo León,3.0
Baja California Sur,0.0,,
,,Oaxaca,0.0
Campeche,0.0,,
,,Puebla,0.0
Chiapas,1.0,,
,,Querétaro,0.0
Chihuahua,5.0,,
,,Quintana Roo,0.0
Ciudad de México,3.0,,
,,San Luis Potosí,0.0
Coahuila,0.0,,
,,Sinaloa,3.0
Colima,2.0,,
,,Sonora,1.0
Durango,1.0,,
,,Tabasco,0.0
Estado de México,9.0,,
,,Tamaulipas,0.0
Guanajuato,9.0,,
,,Tlaxcala,0.0
Guerrero,4.0,,
,,Veracruz,0.0
Hidalgo,5.0,,
,,Yucatán,0.0
Jalisco,4.0,,
,,Zacatecas,2.0
Michoacán,4.0,,
,,Total,67.0
