Entidad,Homicidios,Entidad,Homicidios
Aguascalientes,1.0,Morelos,5.0
,,Nayarit,0.0
Baja California,10.0,,
,,Nuevo León,1.0
Baja California Sur,0.0,,
,,Oaxaca,2.0
Campeche,0.0,,
,,Puebla,4.0
Chiapas,4.0,,
,,Querétaro,1.0
Chihuahua,4.0,,
,,Quintana Roo,3.0
Ciudad de México,1.0,,
,,San Luis Potosí,2.0
Coahuila,1.0,,
,,Sinaloa,1.0
Colima,1.0,,
,,Sonora,0.0
Durango,0.0,,
,,Tabasco,3.0
Estado de México,8.0,,
,,Tamaulipas,1.0
Guanajuato,7.0,,
,,Tlaxcala,0.0
Guerrero,4.0,,
,,Veracruz,7.0
Hidalgo,2.0,,
,,Yucatán,0.0
Jalisco,3.0,,
,,Zacatecas,0.0
Michoacán,8.0,,
,,Total,84.0
