Entidad,Homicidios,Entidad,Homicidios
Aguascalientes,0.0,Morelos,3.0
Baja California,8.0,Nayarit,0.0
Baja California Sur,0.0,Nuevo León,3.0
Campeche,2.0,Oaxaca,1.0
Chiapas,0.0,Puebla,2.0
,,Querétaro,0.0
Chihuahua,3.0,,
,,Quintana Roo,0.0
Ciudad de México,3.0,,
,,San Luis Potosí,1.0
Coahuila,0.0,,
,,Sinaloa,2.0
Colima,1.0,,
,,Sonora,0.0
Durango,2.0,,
,,Tabasco,3.0
Estado de México,2.0,,
,,Tamaulipas,2.0
Guanajuato,8.0,,
,,Tlaxcala,0.0
Guerrero,0.0,,
,,Veracruz,4.0
Hidalgo,3.0,,
,,Yucatán,0.0
Jalisco,4.0,,
,,Zacatecas,2.0
Michoacán,7.0,,
,,Total,66.0
