Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-09-29
Baja California,5.0,2019-09-29
Baja California Sur,0.0,2019-09-29
Campeche,0.0,2019-09-29
Chiapas,2.0,2019-09-29
Chihuahua,3.0,2019-09-29
Ciudad de México,2.0,2019-09-29
Coahuila,3.0,2019-09-29
Colima,0.0,2019-09-29
Durango,0.0,2019-09-29
Estado de México,7.0,2019-09-29
Guanajuato,9.0,2019-09-29
Guerrero,1.0,2019-09-29
Hidalgo,0.0,2019-09-29
Jalisco,6.0,2019-09-29
Michoacán,12.0,2019-09-29
Morelos,2.0,2019-09-29
Nayarit,0.0,2019-09-29
Nuevo León,1.0,2019-09-29
Oaxaca,2.0,2019-09-29
Puebla,5.0,2019-09-29
Querétaro,0.0,2019-09-29
Quintana Roo,3.0,2019-09-29
San Luis Potosí,6.0,2019-09-29
Sinaloa,1.0,2019-09-29
Sonora,1.0,2019-09-29
Tabasco,2.0,2019-09-29
Tamaulipas,1.0,2019-09-29
Tlaxcala,0.0,2019-09-29
Veracruz,8.0,2019-09-29
Yucatán,0.0,2019-09-29
Zacatecas,1.0,2019-09-29
Total,83.0,2019-09-29
