Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-09-14
Baja California,3.0,2019-09-14
Baja California Sur,0.0,2019-09-14
Campeche,0.0,2019-09-14
Chiapas,2.0,2019-09-14
Chihuahua,2.0,2019-09-14
Ciudad de México,4.0,2019-09-14
Coahuila,0.0,2019-09-14
Colima,2.0,2019-09-14
Durango,0.0,2019-09-14
Estado de México,5.0,2019-09-14
Guanajuato,12.0,2019-09-14
Guerrero,2.0,2019-09-14
Hidalgo,3.0,2019-09-14
Jalisco,4.0,2019-09-14
Michoacán,3.0,2019-09-14
Morelos,3.0,2019-09-14
Nayarit,1.0,2019-09-14
Nuevo León,9.0,2019-09-14
Oaxaca,1.0,2019-09-14
Puebla,1.0,2019-09-14
Querétaro,0.0,2019-09-14
Quintana Roo,2.0,2019-09-14
San Luis Potosí,2.0,2019-09-14
Sinaloa,4.0,2019-09-14
Sonora,2.0,2019-09-14
Tabasco,1.0,2019-09-14
Tamaulipas,0.0,2019-09-14
Tlaxcala,1.0,2019-09-14
Veracruz,1.0,2019-09-14
Yucatán,0.0,2019-09-14
Zacatecas,0.0,2019-09-14
Total,70.0,2019-09-14
