Entidad,Homicidios,Fecha
Aguascalientes,1.0,2019-09-11
Baja California,6.0,2019-09-11
Baja California Sur,0.0,2019-09-11
Campeche,0.0,2019-09-11
Chiapas,3.0,2019-09-11
Chihuahua,2.0,2019-09-11
Ciudad de México,1.0,2019-09-11
Coahuila,2.0,2019-09-11
Colima,2.0,2019-09-11
Durango,0.0,2019-09-11
Estado de México,7.0,2019-09-11
Guanajuato,11.0,2019-09-11
Guerrero,4.0,2019-09-11
Hidalgo,6.0,2019-09-11
Jalisco,7.0,2019-09-11
Michoacán,2.0,2019-09-11
Morelos,4.0,2019-09-11
Nayarit,0.0,2019-09-11
Nuevo León,0.0,2019-09-11
Oaxaca,0.0,2019-09-11
Puebla,4.0,2019-09-11
Querétaro,0.0,2019-09-11
Quintana Roo,1.0,2019-09-11
San Luis Potosí,2.0,2019-09-11
Sinaloa,3.0,2019-09-11
Sonora,1.0,2019-09-11
Tabasco,0.0,2019-09-11
Tamaulipas,2.0,2019-09-11
Tlaxcala,0.0,2019-09-11
Veracruz,6.0,2019-09-11
Yucatán,0.0,2019-09-11
Zacatecas,0.0,2019-09-11
Total,77.0,2019-09-11
