Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-08-14
Baja California,3.0,2020-08-14
Baja California Sur,0.0,2020-08-14
Campeche,0.0,2020-08-14
Chiapas,0.0,2020-08-14
Chihuahua,6.0,2020-08-14
Ciudad de México,2.0,2020-08-14
Coahuila,0.0,2020-08-14
Colima,0.0,2020-08-14
Durango,1.0,2020-08-14
Estado de México,13.0,2020-08-14
Guanajuato,2.0,2020-08-14
Guerrero,5.0,2020-08-14
Hidalgo,0.0,2020-08-14
Jalisco,8.0,2020-08-14
Michoacán,7.0,2020-08-14
Morelos,1.0,2020-08-14
Nayarit,1.0,2020-08-14
Nuevo León,0.0,2020-08-14
Oaxaca,1.0,2020-08-14
Puebla,1.0,2020-08-14
Querétaro,1.0,2020-08-14
Quintana Roo,2.0,2020-08-14
San Luis Potosí,2.0,2020-08-14
Sinaloa,1.0,2020-08-14
Sonora,1.0,2020-08-14
Tabasco,2.0,2020-08-14
Tamaulipas,0.0,2020-08-14
Tlaxcala,1.0,2020-08-14
Veracruz,0.0,2020-08-14
Yucatán,2.0,2020-08-14
Zacatecas,2.0,2020-08-14
Total,65.0,2020-08-14
