Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-08-31
Baja California,11.0,2020-08-31
Baja California Sur,0.0,2020-08-31
Campeche,0.0,2020-08-31
Chiapas,5.0,2020-08-31
Chihuahua,3.0,2020-08-31
Ciudad de México,2.0,2020-08-31
Coahuila,0.0,2020-08-31
Colima,1.0,2020-08-31
Durango,0.0,2020-08-31
Estado de México,7.0,2020-08-31
Guanajuato,10.0,2020-08-31
Guerrero,4.0,2020-08-31
Hidalgo,0.0,2020-08-31
Jalisco,3.0,2020-08-31
Michoacán,9.0,2020-08-31
Morelos,4.0,2020-08-31
Nayarit,2.0,2020-08-31
Nuevo León,1.0,2020-08-31
Oaxaca,6.0,2020-08-31
Puebla,3.0,2020-08-31
Querétaro,1.0,2020-08-31
Quintana Roo,0.0,2020-08-31
San Luis Potosí,0.0,2020-08-31
Sinaloa,2.0,2020-08-31
Sonora,5.0,2020-08-31
Tabasco,3.0,2020-08-31
Tamaulipas,3.0,2020-08-31
Tlaxcala,0.0,2020-08-31
Veracruz,2.0,2020-08-31
Yucatán,0.0,2020-08-31
Zacatecas,1.0,2020-08-31
Total,88.0,2020-08-31
