Entidad,Homicidios,Fecha
Aguascalientes,0,2021-01-18
Baja California,2,2021-01-18
Baja California Sur,0,2021-01-18
Campeche,0,2021-01-18
Chiapas,2,2021-01-18
Chihuahua,2,2021-01-18
Ciudad de México,5,2021-01-18
Coahuila,1,2021-01-18
Colima,0,2021-01-18
Durango,1,2021-01-18
Estado de México,5,2021-01-18
Guanajuato,8,2021-01-18
Guerrero,4,2021-01-18
Hidalgo,0,2021-01-18
Jalisco,2,2021-01-18
Michoacán,7,2021-01-18
Morelos,5,2021-01-18
Nayarit,5,2021-01-18
Nuevo León,5,2021-01-18
Oaxaca,4,2021-01-18
Puebla,1,2021-01-18
Querétaro,1,2021-01-18
Quintana Roo,0,2021-01-18
San Luis Potosí,4,2021-01-18
Sinaloa,1,2021-01-18
Sonora,0,2021-01-18
Tabasco,1,2021-01-18
Tamaulipas,1,2021-01-18
Tlaxcala,0,2021-01-18
Veracruz,2,2021-01-18
Yucatán,0,2021-01-18
Zacatecas,13,2021-01-18
