Entidad,Homicidios,Fecha
Aguascalientes,0,2021-01-23
Baja California,6,2021-01-23
Baja California Sur,0,2021-01-23
Campeche,0,2021-01-23
Chiapas,0,2021-01-23
Chihuahua,7,2021-01-23
Ciudad de México,6,2021-01-23
Coahuila,2,2021-01-23
Colima,3,2021-01-23
Durango,0,2021-01-23
Estado de México,14,2021-01-23
Guanajuato,16,2021-01-23
Guerrero,7,2021-01-23
Hidalgo,0,2021-01-23
Jalisco,6,2021-01-23
Michoacán,5,2021-01-23
Morelos,2,2021-01-23
Nayarit,0,2021-01-23
Nuevo León,2,2021-01-23
Oaxaca,2,2021-01-23
Puebla,1,2021-01-23
Querétaro,0,2021-01-23
Quintana Roo,3,2021-01-23
San Luis Potosí,3,2021-01-23
Sinaloa,2,2021-01-23
Sonora,2,2021-01-23
Tabasco,1,2021-01-23
Tamaulipas,1,2021-01-23
Tlaxcala,0,2021-01-23
Veracruz,6,2021-01-23
Yucatán,0,2021-01-23
Zacatecas,1,2021-01-23
