Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-09-01
Baja California,6.0,2019-09-01
Baja California Sur,2.0,2019-09-01
Campeche,0.0,2019-09-01
Chiapas,0.0,2019-09-01
Chihuahua,9.0,2019-09-01
Ciudad de México,8.0,2019-09-01
Coahuila,2.0,2019-09-01
Colima,4.0,2019-09-01
Durango,0.0,2019-09-01
Estado de México,9.0,2019-09-01
Guanajuato,12.0,2019-09-01
Guerrero,2.0,2019-09-01
Hidalgo,1.0,2019-09-01
Jalisco,5.0,2019-09-01
Michoacán,14.0,2019-09-01
Morelos,2.0,2019-09-01
Nayarit,0.0,2019-09-01
Nuevo León,1.0,2019-09-01
Oaxaca,4.0,2019-09-01
Puebla,5.0,2019-09-01
Querétaro,0.0,2019-09-01
Quintana Roo,3.0,2019-09-01
San Luis Potosí,1.0,2019-09-01
Sinaloa,2.0,2019-09-01
Sonora,0.0,2019-09-01
Tabasco,1.0,2019-09-01
Tamaulipas,3.0,2019-09-01
Tlaxcala,0.0,2019-09-01
Veracruz,2.0,2019-09-01
Yucatán,1.0,2019-09-01
Zacatecas,3.0,2019-09-01
Total,102.0,2019-09-01
Aguascalientes,0.0,2019-09-02
Baja California,3.0,2019-09-02
Baja California Sur,0.0,2019-09-02
Campeche,0.0,2019-09-02
Chiapas,2.0,2019-09-02
Chihuahua,3.0,2019-09-02
Ciudad de México,4.0,2019-09-02
Coahuila,0.0,2019-09-02
Colima,0.0,2019-09-02
Durango,0.0,2019-09-02
Estado de México,11.0,2019-09-02
Guanajuato,14.0,2019-09-02
Guerrero,3.0,2019-09-02
Hidalgo,4.0,2019-09-02
Jalisco,7.0,2019-09-02
Michoacán,1.0,2019-09-02
Morelos,5.0,2019-09-02
Nayarit,0.0,2019-09-02
Nuevo León,0.0,2019-09-02
Oaxaca,3.0,2019-09-02
Puebla,2.0,2019-09-02
Querétaro,0.0,2019-09-02
Quintana Roo,3.0,2019-09-02
San Luis Potosí,0.0,2019-09-02
Sinaloa,5.0,2019-09-02
Sonora,0.0,2019-09-02
Tabasco,1.0,2019-09-02
Tamaulipas,0.0,2019-09-02
Tlaxcala,1.0,2019-09-02
Veracruz,4.0,2019-09-02
Yucatán,0.0,2019-09-02
Zacatecas,0.0,2019-09-02
Total,76.0,2019-09-02
Aguascalientes,1.0,2019-09-03
Baja California,6.0,2019-09-03
Baja California Sur,0.0,2019-09-03
Campeche,0.0,2019-09-03
Chiapas,3.0,2019-09-03
Chihuahua,7.0,2019-09-03
Ciudad de México,3.0,2019-09-03
Coahuila,0.0,2019-09-03
Colima,1.0,2019-09-03
Durango,1.0,2019-09-03
Estado de México,8.0,2019-09-03
Guanajuato,7.0,2019-09-03
Guerrero,4.0,2019-09-03
Hidalgo,0.0,2019-09-03
Jalisco,6.0,2019-09-03
Michoacán,7.0,2019-09-03
Morelos,0.0,2019-09-03
Nayarit,4.0,2019-09-03
Nuevo León,1.0,2019-09-03
Oaxaca,0.0,2019-09-03
Puebla,2.0,2019-09-03
Querétaro,0.0,2019-09-03
Quintana Roo,2.0,2019-09-03
San Luis Potosí,0.0,2019-09-03
Sinaloa,0.0,2019-09-03
Sonora,0.0,2019-09-03
Tabasco,4.0,2019-09-03
Tamaulipas,7.0,2019-09-03
Tlaxcala,1.0,2019-09-03
Veracruz,2.0,2019-09-03
Yucatán,1.0,2019-09-03
Zacatecas,1.0,2019-09-03
Total,79.0,2019-09-03
Aguascalientes,1.0,2019-09-04
Baja California,5.0,2019-09-04
Baja California Sur,0.0,2019-09-04
Campeche,0.0,2019-09-04
Chiapas,2.0,2019-09-04
Chihuahua,5.0,2019-09-04
Ciudad de México,3.0,2019-09-04
Coahuila,1.0,2019-09-04
Colima,0.0,2019-09-04
Durango,0.0,2019-09-04
Estado de México,2.0,2019-09-04
Guanajuato,8.0,2019-09-04
Guerrero,4.0,2019-09-04
Hidalgo,2.0,2019-09-04
Jalisco,3.0,2019-09-04
Michoacán,7.0,2019-09-04
Morelos,0.0,2019-09-04
Nayarit,0.0,2019-09-04
Nuevo León,0.0,2019-09-04
Oaxaca,3.0,2019-09-04
Puebla,3.0,2019-09-04
Querétaro,1.0,2019-09-04
Quintana Roo,1.0,2019-09-04
San Luis Potosí,0.0,2019-09-04
Sinaloa,3.0,2019-09-04
Sonora,1.0,2019-09-04
Tabasco,1.0,2019-09-04
Tamaulipas,0.0,2019-09-04
Tlaxcala,0.0,2019-09-04
Veracruz,5.0,2019-09-04
Yucatán,1.0,2019-09-04
Zacatecas,1.0,2019-09-04
Total,63.0,2019-09-04
Aguascalientes,0.0,2019-09-05
Baja California,5.0,2019-09-05
Baja California Sur,0.0,2019-09-05
Campeche,0.0,2019-09-05
Chiapas,1.0,2019-09-05
Chihuahua,3.0,2019-09-05
Ciudad de México,1.0,2019-09-05
Coahuila,1.0,2019-09-05
Colima,2.0,2019-09-05
Durango,0.0,2019-09-05
Estado de México,6.0,2019-09-05
Guanajuato,5.0,2019-09-05
Guerrero,5.0,2019-09-05
Hidalgo,0.0,2019-09-05
Jalisco,2.0,2019-09-05
Michoacán,0.0,2019-09-05
Morelos,1.0,2019-09-05
Nayarit,0.0,2019-09-05
Nuevo León,3.0,2019-09-05
Oaxaca,0.0,2019-09-05
Puebla,3.0,2019-09-05
Querétaro,0.0,2019-09-05
Quintana Roo,4.0,2019-09-05
San Luis Potosí,0.0,2019-09-05
Sinaloa,5.0,2019-09-05
Sonora,5.0,2019-09-05
Tabasco,0.0,2019-09-05
Tamaulipas,9.0,2019-09-05
Tlaxcala,0.0,2019-09-05
Veracruz,3.0,2019-09-05
Yucatán,0.0,2019-09-05
Zacatecas,0.0,2019-09-05
Total,64.0,2019-09-05
Aguascalientes,1.0,2019-09-06
Baja California,10.0,2019-09-06
Baja California Sur,0.0,2019-09-06
Campeche,0.0,2019-09-06
Chiapas,3.0,2019-09-06
Chihuahua,4.0,2019-09-06
Ciudad de México,2.0,2019-09-06
Coahuila,1.0,2019-09-06
Colima,0.0,2019-09-06
Durango,0.0,2019-09-06
Estado de México,3.0,2019-09-06
Guanajuato,2.0,2019-09-06
Guerrero,2.0,2019-09-06
Hidalgo,0.0,2019-09-06
Jalisco,7.0,2019-09-06
Michoacán,6.0,2019-09-06
Morelos,1.0,2019-09-06
Nayarit,1.0,2019-09-06
Nuevo León,3.0,2019-09-06
Oaxaca,1.0,2019-09-06
Puebla,1.0,2019-09-06
Querétaro,1.0,2019-09-06
Quintana Roo,1.0,2019-09-06
San Luis Potosí,1.0,2019-09-06
Sinaloa,4.0,2019-09-06
Sonora,1.0,2019-09-06
Tabasco,1.0,2019-09-06
Tamaulipas,1.0,2019-09-06
Tlaxcala,1.0,2019-09-06
Veracruz,5.0,2019-09-06
Yucatán,0.0,2019-09-06
Zacatecas,0.0,2019-09-06
Total,64.0,2019-09-06
Aguascalientes,0.0,2019-09-07
Baja California,8.0,2019-09-07
Baja California Sur,1.0,2019-09-07
Campeche,0.0,2019-09-07
Chiapas,0.0,2019-09-07
Chihuahua,8.0,2019-09-07
Ciudad de México,5.0,2019-09-07
Coahuila,1.0,2019-09-07
Colima,3.0,2019-09-07
Durango,0.0,2019-09-07
Estado de México,4.0,2019-09-07
Guanajuato,5.0,2019-09-07
Guerrero,5.0,2019-09-07
Hidalgo,0.0,2019-09-07
Jalisco,9.0,2019-09-07
Michoacán,9.0,2019-09-07
Morelos,3.0,2019-09-07
Nayarit,2.0,2019-09-07
Nuevo León,3.0,2019-09-07
Oaxaca,8.0,2019-09-07
Puebla,10.0,2019-09-07
Querétaro,0.0,2019-09-07
Quintana Roo,0.0,2019-09-07
San Luis Potosí,0.0,2019-09-07
Sinaloa,1.0,2019-09-07
Sonora,1.0,2019-09-07
Tabasco,4.0,2019-09-07
Tamaulipas,2.0,2019-09-07
Tlaxcala,3.0,2019-09-07
Veracruz,3.0,2019-09-07
Yucatán,0.0,2019-09-07
Zacatecas,7.0,2019-09-07
Total,105.0,2019-09-07
Aguascalientes,0.0,2019-09-08
Baja California,12.0,2019-09-08
Baja California Sur,0.0,2019-09-08
Campeche,0.0,2019-09-08
Chiapas,2.0,2019-09-08
Chihuahua,6.0,2019-09-08
Ciudad de México,4.0,2019-09-08
Coahuila,0.0,2019-09-08
Colima,1.0,2019-09-08
Durango,1.0,2019-09-08
Estado de México,12.0,2019-09-08
Guanajuato,12.0,2019-09-08
Guerrero,8.0,2019-09-08
Hidalgo,0.0,2019-09-08
Jalisco,9.0,2019-09-08
Michoacán,6.0,2019-09-08
Morelos,0.0,2019-09-08
Nayarit,0.0,2019-09-08
Nuevo León,2.0,2019-09-08
Oaxaca,1.0,2019-09-08
Puebla,3.0,2019-09-08
Querétaro,0.0,2019-09-08
Quintana Roo,1.0,2019-09-08
San Luis Potosí,1.0,2019-09-08
Sinaloa,3.0,2019-09-08
Sonora,1.0,2019-09-08
Tabasco,1.0,2019-09-08
Tamaulipas,1.0,2019-09-08
Tlaxcala,0.0,2019-09-08
Veracruz,11.0,2019-09-08
Yucatán,1.0,2019-09-08
Zacatecas,2.0,2019-09-08
Total,101.0,2019-09-08
Aguascalientes,0.0,2019-09-09
Baja California,6.0,2019-09-09
Baja California Sur,1.0,2019-09-09
Campeche,0.0,2019-09-09
Chiapas,1.0,2019-09-09
Chihuahua,4.0,2019-09-09
Ciudad de México,5.0,2019-09-09
Coahuila,1.0,2019-09-09
Colima,1.0,2019-09-09
Durango,0.0,2019-09-09
Estado de México,2.0,2019-09-09
Guanajuato,8.0,2019-09-09
Guerrero,0.0,2019-09-09
Hidalgo,0.0,2019-09-09
Jalisco,6.0,2019-09-09
Michoacán,9.0,2019-09-09
Morelos,3.0,2019-09-09
Nayarit,2.0,2019-09-09
Nuevo León,2.0,2019-09-09
Oaxaca,4.0,2019-09-09
Puebla,6.0,2019-09-09
Querétaro,0.0,2019-09-09
Quintana Roo,4.0,2019-09-09
San Luis Potosí,0.0,2019-09-09
Sinaloa,4.0,2019-09-09
Sonora,1.0,2019-09-09
Tabasco,0.0,2019-09-09
Tamaulipas,1.0,2019-09-09
Tlaxcala,0.0,2019-09-09
Veracruz,3.0,2019-09-09
Yucatán,0.0,2019-09-09
Zacatecas,1.0,2019-09-09
Total,75.0,2019-09-09
Aguascalientes,0.0,2019-09-10
Baja California,2.0,2019-09-10
Baja California Sur,0.0,2019-09-10
Campeche,0.0,2019-09-10
Chiapas,4.0,2019-09-10
Chihuahua,1.0,2019-09-10
Ciudad de México,4.0,2019-09-10
Coahuila,1.0,2019-09-10
Colima,1.0,2019-09-10
Durango,0.0,2019-09-10
Estado de México,9.0,2019-09-10
Guanajuato,8.0,2019-09-10
Guerrero,5.0,2019-09-10
Hidalgo,0.0,2019-09-10
Jalisco,3.0,2019-09-10
Michoacán,11.0,2019-09-10
Morelos,5.0,2019-09-10
Nayarit,1.0,2019-09-10
Nuevo León,4.0,2019-09-10
Oaxaca,4.0,2019-09-10
Puebla,2.0,2019-09-10
Querétaro,0.0,2019-09-10
Quintana Roo,3.0,2019-09-10
San Luis Potosí,0.0,2019-09-10
Sinaloa,3.0,2019-09-10
Sonora,1.0,2019-09-10
Tabasco,2.0,2019-09-10
Tamaulipas,1.0,2019-09-10
Tlaxcala,0.0,2019-09-10
Veracruz,2.0,2019-09-10
Yucatán,0.0,2019-09-10
Zacatecas,1.0,2019-09-10
Total,78.0,2019-09-10
Aguascalientes,1.0,2019-09-11
Baja California,6.0,2019-09-11
Baja California Sur,0.0,2019-09-11
Campeche,0.0,2019-09-11
Chiapas,3.0,2019-09-11
Chihuahua,2.0,2019-09-11
Ciudad de México,1.0,2019-09-11
Coahuila,2.0,2019-09-11
Colima,2.0,2019-09-11
Durango,0.0,2019-09-11
Estado de México,7.0,2019-09-11
Guanajuato,11.0,2019-09-11
Guerrero,4.0,2019-09-11
Hidalgo,6.0,2019-09-11
Jalisco,7.0,2019-09-11
Michoacán,2.0,2019-09-11
Morelos,4.0,2019-09-11
Nayarit,0.0,2019-09-11
Nuevo León,0.0,2019-09-11
Oaxaca,0.0,2019-09-11
Puebla,4.0,2019-09-11
Querétaro,0.0,2019-09-11
Quintana Roo,1.0,2019-09-11
San Luis Potosí,2.0,2019-09-11
Sinaloa,3.0,2019-09-11
Sonora,1.0,2019-09-11
Tabasco,0.0,2019-09-11
Tamaulipas,2.0,2019-09-11
Tlaxcala,0.0,2019-09-11
Veracruz,6.0,2019-09-11
Yucatán,0.0,2019-09-11
Zacatecas,0.0,2019-09-11
