Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-10-01
Baja California,7.0,2019-10-01
Baja California Sur,0.0,2019-10-01
Campeche,0.0,2019-10-01
Chiapas,1.0,2019-10-01
Chihuahua,2.0,2019-10-01
Ciudad de México,1.0,2019-10-01
Coahuila,0.0,2019-10-01
Colima,0.0,2019-10-01
Durango,1.0,2019-10-01
Estado de México,9.0,2019-10-01
Guanajuato,12.0,2019-10-01
Guerrero,3.0,2019-10-01
Hidalgo,0.0,2019-10-01
Jalisco,5.0,2019-10-01
Michoacán,6.0,2019-10-01
Morelos,0.0,2019-10-01
Nayarit,0.0,2019-10-01
Nuevo León,3.0,2019-10-01
Oaxaca,8.0,2019-10-01
Puebla,4.0,2019-10-01
Querétaro,0.0,2019-10-01
Quintana Roo,5.0,2019-10-01
San Luis Potosí,0.0,2019-10-01
Sinaloa,1.0,2019-10-01
Sonora,0.0,2019-10-01
Tabasco,1.0,2019-10-01
Tamaulipas,4.0,2019-10-01
Tlaxcala,2.0,2019-10-01
Veracruz,2.0,2019-10-01
Yucatán,0.0,2019-10-01
Zacatecas,4.0,2019-10-01
Total,81.0,2019-10-01
Aguascalientes,0.0,2019-10-02
Baja California,8.0,2019-10-02
Baja California Sur,0.0,2019-10-02
Campeche,0.0,2019-10-02
Chiapas,1.0,2019-10-02
Chihuahua,6.0,2019-10-02
Ciudad de México,2.0,2019-10-02
Coahuila,0.0,2019-10-02
Colima,4.0,2019-10-02
Durango,0.0,2019-10-02
Estado de México,3.0,2019-10-02
Guanajuato,15.0,2019-10-02
Guerrero,5.0,2019-10-02
Hidalgo,1.0,2019-10-02
Jalisco,10.0,2019-10-02
Michoacán,7.0,2019-10-02
Morelos,4.0,2019-10-02
Nayarit,0.0,2019-10-02
Nuevo León,2.0,2019-10-02
Oaxaca,4.0,2019-10-02
Puebla,0.0,2019-10-02
Querétaro,0.0,2019-10-02
Quintana Roo,2.0,2019-10-02
San Luis Potosí,3.0,2019-10-02
Sinaloa,4.0,2019-10-02
Sonora,0.0,2019-10-02
Tabasco,1.0,2019-10-02
Tamaulipas,0.0,2019-10-02
Tlaxcala,0.0,2019-10-02
Veracruz,4.0,2019-10-02
Yucatán,0.0,2019-10-02
Zacatecas,2.0,2019-10-02
Total,88.0,2019-10-02
Aguascalientes,0.0,2019-10-03
Baja California,9.0,2019-10-03
Baja California Sur,0.0,2019-10-03
Campeche,0.0,2019-10-03
Chiapas,2.0,2019-10-03
Chihuahua,7.0,2019-10-03
Ciudad de México,0.0,2019-10-03
Coahuila,0.0,2019-10-03
Colima,2.0,2019-10-03
Durango,0.0,2019-10-03
Estado de México,3.0,2019-10-03
Guanajuato,17.0,2019-10-03
Guerrero,2.0,2019-10-03
Hidalgo,2.0,2019-10-03
Jalisco,8.0,2019-10-03
Michoacán,2.0,2019-10-03
Morelos,1.0,2019-10-03
Nayarit,2.0,2019-10-03
Nuevo León,2.0,2019-10-03
Oaxaca,10.0,2019-10-03
Puebla,2.0,2019-10-03
Querétaro,0.0,2019-10-03
Quintana Roo,0.0,2019-10-03
San Luis Potosí,1.0,2019-10-03
Sinaloa,1.0,2019-10-03
Sonora,2.0,2019-10-03
Tabasco,3.0,2019-10-03
Tamaulipas,1.0,2019-10-03
Tlaxcala,0.0,2019-10-03
Veracruz,7.0,2019-10-03
Yucatán,0.0,2019-10-03
Zacatecas,1.0,2019-10-03
Total,87.0,2019-10-03
Aguascalientes,0.0,2019-10-04
Baja California,6.0,2019-10-04
Baja California Sur,0.0,2019-10-04
Campeche,0.0,2019-10-04
Chiapas,1.0,2019-10-04
Chihuahua,0.0,2019-10-04
Ciudad de México,2.0,2019-10-04
Coahuila,0.0,2019-10-04
Colima,2.0,2019-10-04
Durango,0.0,2019-10-04
Estado de México,5.0,2019-10-04
Guanajuato,7.0,2019-10-04
Guerrero,7.0,2019-10-04
Hidalgo,1.0,2019-10-04
Jalisco,3.0,2019-10-04
Michoacán,7.0,2019-10-04
Morelos,0.0,2019-10-04
Nayarit,0.0,2019-10-04
Nuevo León,2.0,2019-10-04
Oaxaca,2.0,2019-10-04
Puebla,0.0,2019-10-04
Querétaro,0.0,2019-10-04
Quintana Roo,3.0,2019-10-04
San Luis Potosí,1.0,2019-10-04
Sinaloa,2.0,2019-10-04
Sonora,3.0,2019-10-04
Tabasco,3.0,2019-10-04
Tamaulipas,1.0,2019-10-04
Tlaxcala,0.0,2019-10-04
Veracruz,2.0,2019-10-04
Yucatán,0.0,2019-10-04
Zacatecas,1.0,2019-10-04
Total,61.0,2019-10-04
Aguascalientes,0.0,2019-10-05
Baja California,7.0,2019-10-05
Baja California Sur,0.0,2019-10-05
Campeche,1.0,2019-10-05
Chiapas,0.0,2019-10-05
Chihuahua,4.0,2019-10-05
Ciudad de México,4.0,2019-10-05
Coahuila,1.0,2019-10-05
Colima,1.0,2019-10-05
Durango,1.0,2019-10-05
Estado de México,4.0,2019-10-05
Guanajuato,1.0,2019-10-05
Guerrero,0.0,2019-10-05
Hidalgo,2.0,2019-10-05
Jalisco,0.0,2019-10-05
Michoacán,2.0,2019-10-05
Morelos,1.0,2019-10-05
Nayarit,0.0,2019-10-05
Nuevo León,0.0,2019-10-05
Oaxaca,4.0,2019-10-05
Puebla,0.0,2019-10-05
Querétaro,0.0,2019-10-05
Quintana Roo,1.0,2019-10-05
San Luis Potosí,1.0,2019-10-05
Sinaloa,2.0,2019-10-05
Sonora,0.0,2019-10-05
Tabasco,3.0,2019-10-05
Tamaulipas,9.0,2019-10-05
Tlaxcala,0.0,2019-10-05
Veracruz,4.0,2019-10-05
Yucatán,0.0,2019-10-05
Zacatecas,4.0,2019-10-05
Total,57.0,2019-10-05
Aguascalientes,0.0,2019-10-06
Baja California,7.0,2019-10-06
Baja California Sur,2.0,2019-10-06
Campeche,0.0,2019-10-06
Chiapas,0.0,2019-10-06
Chihuahua,3.0,2019-10-06
Ciudad de México,7.0,2019-10-06
Coahuila,1.0,2019-10-06
Colima,0.0,2019-10-06
Durango,1.0,2019-10-06
Estado de México,12.0,2019-10-06
Guanajuato,6.0,2019-10-06
Guerrero,2.0,2019-10-06
Hidalgo,0.0,2019-10-06
Jalisco,14.0,2019-10-06
Michoacán,3.0,2019-10-06
Morelos,0.0,2019-10-06
Nayarit,0.0,2019-10-06
Nuevo León,3.0,2019-10-06
Oaxaca,3.0,2019-10-06
Puebla,4.0,2019-10-06
Querétaro,0.0,2019-10-06
Quintana Roo,4.0,2019-10-06
San Luis Potosí,0.0,2019-10-06
Sinaloa,1.0,2019-10-06
Sonora,1.0,2019-10-06
Tabasco,2.0,2019-10-06
Tamaulipas,0.0,2019-10-06
Tlaxcala,2.0,2019-10-06
Veracruz,6.0,2019-10-06
