Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-06-01
Baja California,8.0,2019-06-01
Baja California Sur,0.0,2019-06-01
Campeche,1.0,2019-06-01
Chiapas,0.0,2019-06-01
Chihuahua,4.0,2019-06-01
Ciudad de México,2.0,2019-06-01
Coahuila,2.0,2019-06-01
Colima,5.0,2019-06-01
Durango,0.0,2019-06-01
Estado de México,7.0,2019-06-01
Guanajuato,12.0,2019-06-01
Guerrero,6.0,2019-06-01
Hidalgo,3.0,2019-06-01
Jalisco,7.0,2019-06-01
Michoacán,10.0,2019-06-01
Morelos,2.0,2019-06-01
Nayarit,0.0,2019-06-01
Nuevo León,0.0,2019-06-01
Oaxaca,1.0,2019-06-01
Puebla,5.0,2019-06-01
Querétaro,0.0,2019-06-01
Quintana Roo,0.0,2019-06-01
San Luis Potosí,0.0,2019-06-01
Sinaloa,2.0,2019-06-01
Sonora,2.0,2019-06-01
Tabasco,0.0,2019-06-01
Tamaulipas,1.0,2019-06-01
Tlaxcala,0.0,2019-06-01
Veracruz,4.0,2019-06-01
Yucatán,0.0,2019-06-01
Zacatecas,0.0,2019-06-01
Total,84.0,2019-06-01
Aguascalientes,0.0,2019-06-02
Baja California,2.0,2019-06-02
Baja California Sur,0.0,2019-06-02
Campeche,0.0,2019-06-02
Chiapas,0.0,2019-06-02
Chihuahua,3.0,2019-06-02
Ciudad de México,6.0,2019-06-02
Coahuila,1.0,2019-06-02
Colima,1.0,2019-06-02
Durango,0.0,2019-06-02
Estado de México,14.0,2019-06-02
Guanajuato,7.0,2019-06-02
Guerrero,7.0,2019-06-02
Hidalgo,3.0,2019-06-02
Jalisco,7.0,2019-06-02
Michoacán,3.0,2019-06-02
Morelos,2.0,2019-06-02
Nayarit,1.0,2019-06-02
Nuevo León,0.0,2019-06-02
Oaxaca,9.0,2019-06-02
Puebla,6.0,2019-06-02
Querétaro,0.0,2019-06-02
Quintana Roo,0.0,2019-06-02
San Luis Potosí,0.0,2019-06-02
Sinaloa,1.0,2019-06-02
Sonora,2.0,2019-06-02
Tabasco,1.0,2019-06-02
Tamaulipas,2.0,2019-06-02
Tlaxcala,2.0,2019-06-02
Veracruz,2.0,2019-06-02
Yucatán,0.0,2019-06-02
Zacatecas,1.0,2019-06-02
Total,83.0,2019-06-02
Aguascalientes,0.0,2019-06-03
Baja California,3.0,2019-06-03
Baja California Sur,0.0,2019-06-03
Campeche,0.0,2019-06-03
Chiapas,0.0,2019-06-03
Chihuahua,6.0,2019-06-03
Ciudad de México,6.0,2019-06-03
Coahuila,4.0,2019-06-03
Colima,1.0,2019-06-03
Durango,0.0,2019-06-03
Estado de México,8.0,2019-06-03
Guanajuato,3.0,2019-06-03
Guerrero,6.0,2019-06-03
Hidalgo,1.0,2019-06-03
Jalisco,5.0,2019-06-03
Michoacán,7.0,2019-06-03
Morelos,0.0,2019-06-03
Nayarit,1.0,2019-06-03
Nuevo León,2.0,2019-06-03
Oaxaca,4.0,2019-06-03
Puebla,3.0,2019-06-03
Querétaro,0.0,2019-06-03
Quintana Roo,1.0,2019-06-03
San Luis Potosí,0.0,2019-06-03
Sinaloa,1.0,2019-06-03
Sonora,1.0,2019-06-03
Tabasco,4.0,2019-06-03
Tamaulipas,4.0,2019-06-03
Tlaxcala,1.0,2019-06-03
Veracruz,8.0,2019-06-03
Yucatán,0.0,2019-06-03
Zacatecas,1.0,2019-06-03
Total,81.0,2019-06-03
Aguascalientes,0.0,2019-06-04
Baja California,3.0,2019-06-04
Baja California Sur,1.0,2019-06-04
Campeche,0.0,2019-06-04
Chiapas,1.0,2019-06-04
Chihuahua,5.0,2019-06-04
Ciudad de México,0.0,2019-06-04
Coahuila,0.0,2019-06-04
Colima,1.0,2019-06-04
Durango,0.0,2019-06-04
Estado de México,4.0,2019-06-04
Guanajuato,9.0,2019-06-04
Guerrero,3.0,2019-06-04
Hidalgo,0.0,2019-06-04
Jalisco,8.0,2019-06-04
Michoacán,2.0,2019-06-04
Morelos,1.0,2019-06-04
Nayarit,0.0,2019-06-04
Nuevo León,2.0,2019-06-04
Oaxaca,4.0,2019-06-04
Puebla,3.0,2019-06-04
Querétaro,0.0,2019-06-04
Quintana Roo,3.0,2019-06-04
San Luis Potosí,0.0,2019-06-04
Sinaloa,2.0,2019-06-04
Sonora,2.0,2019-06-04
Tabasco,1.0,2019-06-04
Tamaulipas,1.0,2019-06-04
Tlaxcala,0.0,2019-06-04
Veracruz,7.0,2019-06-04
Yucatán,0.0,2019-06-04
Zacatecas,2.0,2019-06-04
Total,65.0,2019-06-04
Aguascalientes,0.0,2019-06-05
Baja California,6.0,2019-06-05
Baja California Sur,0.0,2019-06-05
Campeche,0.0,2019-06-05
Chiapas,1.0,2019-06-05
Chihuahua,5.0,2019-06-05
Ciudad de México,1.0,2019-06-05
Coahuila,0.0,2019-06-05
Colima,1.0,2019-06-05
Durango,0.0,2019-06-05
Estado de México,3.0,2019-06-05
Guanajuato,4.0,2019-06-05
