Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-04-03
Baja California,4.0,2019-04-03
Baja California Sur,0.0,2019-04-03
Campeche,0.0,2019-04-03
Chiapas,3.0,2019-04-03
Chihuahua,3.0,2019-04-03
Ciudad de México,4.0,2019-04-03
Coahuila,0.0,2019-04-03
Colima,1.0,2019-04-03
Durango,0.0,2019-04-03
Estado de México,8.0,2019-04-03
Guanajuato,8.0,2019-04-03
Guerrero,2.0,2019-04-03
Hidalgo,0.0,2019-04-03
Jalisco,7.0,2019-04-03
Michoacán,6.0,2019-04-03
Morelos,2.0,2019-04-03
Nayarit,0.0,2019-04-03
Nuevo León,0.0,2019-04-03
Oaxaca,3.0,2019-04-03
Puebla,6.0,2019-04-03
Querétaro,0.0,2019-04-03
Quintana Roo,2.0,2019-04-03
San Luis Potosí,0.0,2019-04-03
Sinaloa,2.0,2019-04-03
Sonora,0.0,2019-04-03
Tabasco,0.0,2019-04-03
Tamaulipas,3.0,2019-04-03
Tlaxcala,1.0,2019-04-03
Veracruz,0.0,2019-04-03
Yucatán,0.0,2019-04-03
Zacatecas,2.0,2019-04-03
Total,67.0,2019-04-03
Aguascalientes,0.0,2019-04-04
Baja California,10.0,2019-04-04
Baja California Sur,0.0,2019-04-04
Campeche,0.0,2019-04-04
Chiapas,1.0,2019-04-04
Chihuahua,8.0,2019-04-04
Ciudad de México,4.0,2019-04-04
Coahuila,0.0,2019-04-04
Colima,3.0,2019-04-04
Durango,0.0,2019-04-04
Estado de México,15.0,2019-04-04
Guanajuato,9.0,2019-04-04
Guerrero,2.0,2019-04-04
Hidalgo,0.0,2019-04-04
Jalisco,10.0,2019-04-04
Michoacán,1.0,2019-04-04
Morelos,2.0,2019-04-04
Nayarit,0.0,2019-04-04
Nuevo León,1.0,2019-04-04
Oaxaca,4.0,2019-04-04
Puebla,3.0,2019-04-04
Querétaro,0.0,2019-04-04
Quintana Roo,1.0,2019-04-04
San Luis Potosí,0.0,2019-04-04
Sinaloa,4.0,2019-04-04
Sonora,0.0,2019-04-04
Tabasco,0.0,2019-04-04
Tamaulipas,0.0,2019-04-04
Tlaxcala,0.0,2019-04-04
Veracruz,7.0,2019-04-04
Yucatán,0.0,2019-04-04
Zacatecas,0.0,2019-04-04
Total,85.0,2019-04-04
Aguascalientes,0.0,2019-04-05
Baja California,4.0,2019-04-05
Baja California Sur,1.0,2019-04-05
Campeche,0.0,2019-04-05
Chiapas,1.0,2019-04-05
Chihuahua,7.0,2019-04-05
Ciudad de México,11.0,2019-04-05
Coahuila,1.0,2019-04-05
Colima,2.0,2019-04-05
Durango,0.0,2019-04-05
Estado de México,7.0,2019-04-05
Guanajuato,9.0,2019-04-05
Guerrero,5.0,2019-04-05
Hidalgo,0.0,2019-04-05
Jalisco,5.0,2019-04-05
Michoacán,0.0,2019-04-05
Morelos,3.0,2019-04-05
Nayarit,0.0,2019-04-05
Nuevo León,0.0,2019-04-05
Oaxaca,2.0,2019-04-05
Puebla,1.0,2019-04-05
Querétaro,0.0,2019-04-05
Quintana Roo,4.0,2019-04-05
San Luis Potosí,0.0,2019-04-05
Sinaloa,0.0,2019-04-05
Sonora,0.0,2019-04-05
Tabasco,2.0,2019-04-05
Tamaulipas,2.0,2019-04-05
Tlaxcala,0.0,2019-04-05
Veracruz,6.0,2019-04-05
Yucatán,0.0,2019-04-05
Zacatecas,1.0,2019-04-05
Total,74.0,2019-04-05
Aguascalientes,0.0,2019-04-06
Baja California,7.0,2019-04-06
Baja California Sur,0.0,2019-04-06
Campeche,0.0,2019-04-06
Chiapas,1.0,2019-04-06
Chihuahua,3.0,2019-04-06
Ciudad de México,2.0,2019-04-06
Coahuila,0.0,2019-04-06
Colima,0.0,2019-04-06
Durango,0.0,2019-04-06
Estado de México,12.0,2019-04-06
Guanajuato,19.0,2019-04-06
Guerrero,4.0,2019-04-06
Hidalgo,0.0,2019-04-06
Jalisco,7.0,2019-04-06
Michoacán,1.0,2019-04-06
Morelos,2.0,2019-04-06
Nayarit,0.0,2019-04-06
Nuevo León,9.0,2019-04-06
Oaxaca,3.0,2019-04-06
Puebla,3.0,2019-04-06
Querétaro,2.0,2019-04-06
Quintana Roo,6.0,2019-04-06
San Luis Potosí,3.0,2019-04-06
Sinaloa,2.0,2019-04-06
Sonora,1.0,2019-04-06
Tabasco,3.0,2019-04-06
Tamaulipas,0.0,2019-04-06
Tlaxcala,2.0,2019-04-06
Veracruz,8.0,2019-04-06
Yucatán,0.0,2019-04-06
Zacatecas,1.0,2019-04-06
Total,101.0,2019-04-06
Aguascalientes,0.0,2019-04-07
Baja California,1.0,2019-04-07
Baja California Sur,0.0,2019-04-07
Campeche,0.0,2019-04-07
Chiapas,0.0,2019-04-07
Chihuahua,6.0,2019-04-07
Ciudad de México,3.0,2019-04-07
Coahuila,0.0,2019-04-07
Colima,2.0,2019-04-07
Durango,1.0,2019-04-07
Estado de México,11.0,2019-04-07
Guanajuato,6.0,2019-04-07
Guerrero,3.0,2019-04-07
Hidalgo,3.0,2019-04-07
Jalisco,8.0,2019-04-07
Michoacán,0.0,2019-04-07
Morelos,2.0,2019-04-07
Nayarit,0.0,2019-04-07
Nuevo León,4.0,2019-04-07
Oaxaca,4.0,2019-04-07
Puebla,4.0,2019-04-07
Querétaro,0.0,2019-04-07
Quintana Roo,6.0,2019-04-07
San Luis Potosí,1.0,2019-04-07
Sinaloa,4.0,2019-04-07
Sonora,3.0,2019-04-07
Tabasco,3.0,2019-04-07
Tamaulipas,2.0,2019-04-07
Tlaxcala,0.0,2019-04-07
Veracruz,2.0,2019-04-07
Yucatán,0.0,2019-04-07
Zacatecas,0.0,2019-04-07
Total,79.0,2019-04-07
Aguascalientes,0.0,2019-04-08
Baja California,4.0,2019-04-08
Baja California Sur,0.0,2019-04-08
Campeche,0.0,2019-04-08
Chiapas,4.0,2019-04-08
Chihuahua,7.0,2019-04-08
Ciudad de México,4.0,2019-04-08
Coahuila,1.0,2019-04-08
Colima,1.0,2019-04-08
Durango,0.0,2019-04-08
Estado de México,6.0,2019-04-08
Guanajuato,7.0,2019-04-08
Guerrero,4.0,2019-04-08
Hidalgo,4.0,2019-04-08
Jalisco,5.0,2019-04-08
Michoacán,2.0,2019-04-08
Morelos,2.0,2019-04-08
Nayarit,0.0,2019-04-08
Nuevo León,2.0,2019-04-08
Oaxaca,5.0,2019-04-08
Puebla,8.0,2019-04-08
Querétaro,0.0,2019-04-08
Quintana Roo,5.0,2019-04-08
San Luis Potosí,0.0,2019-04-08
Sinaloa,2.0,2019-04-08
Sonora,0.0,2019-04-08
Tabasco,2.0,2019-04-08
Tamaulipas,0.0,2019-04-08
Tlaxcala,0.0,2019-04-08
Veracruz,2.0,2019-04-08
Yucatán,0.0,2019-04-08
Zacatecas,2.0,2019-04-08
Total,79.0,2019-04-08
Aguascalientes,0.0,2019-04-09
Baja California,5.0,2019-04-09
Baja California Sur,1.0,2019-04-09
Campeche,0.0,2019-04-09
Chiapas,0.0,2019-04-09
Chihuahua,7.0,2019-04-09
Ciudad de México,2.0,2019-04-09
Coahuila,1.0,2019-04-09
Colima,1.0,2019-04-09
Durango,0.0,2019-04-09
Estado de México,4.0,2019-04-09
Guanajuato,3.0,2019-04-09
Guerrero,3.0,2019-04-09
Hidalgo,1.0,2019-04-09
Jalisco,7.0,2019-04-09
Michoacán,2.0,2019-04-09
Morelos,0.0,2019-04-09
Nayarit,0.0,2019-04-09
Nuevo León,2.0,2019-04-09
Oaxaca,4.0,2019-04-09
Puebla,2.0,2019-04-09
Querétaro,0.0,2019-04-09
Quintana Roo,1.0,2019-04-09
San Luis Potosí,0.0,2019-04-09
Sinaloa,3.0,2019-04-09
Sonora,3.0,2019-04-09
Tabasco,2.0,2019-04-09
Tamaulipas,0.0,2019-04-09
Tlaxcala,0.0,2019-04-09
Veracruz,5.0,2019-04-09
Yucatán,1.0,2019-04-09
Zacatecas,0.0,2019-04-09
Total,60.0,2019-04-09
Aguascalientes,0.0,2019-04-10
Baja California,3.0,2019-04-10
Baja California Sur,0.0,2019-04-10
Campeche,0.0,2019-04-10
Chiapas,2.0,2019-04-10
Chihuahua,1.0,2019-04-10
Ciudad de México,3.0,2019-04-10
Coahuila,0.0,2019-04-10
Colima,0.0,2019-04-10
Durango,0.0,2019-04-10
Estado de México,6.0,2019-04-10
Guanajuato,4.0,2019-04-10
Guerrero,3.0,2019-04-10
Hidalgo,1.0,2019-04-10
Jalisco,6.0,2019-04-10
Michoacán,0.0,2019-04-10
Morelos,0.0,2019-04-10
Nayarit,0.0,2019-04-10
Nuevo León,1.0,2019-04-10
Oaxaca,3.0,2019-04-10
Puebla,1.0,2019-04-10
Querétaro,0.0,2019-04-10
Quintana Roo,6.0,2019-04-10
San Luis Potosí,1.0,2019-04-10
Sinaloa,0.0,2019-04-10
Sonora,3.0,2019-04-10
Tabasco,2.0,2019-04-10
Tamaulipas,2.0,2019-04-10
Tlaxcala,0.0,2019-04-10
Veracruz,3.0,2019-04-10
Yucatán,0.0,2019-04-10
Zacatecas,4.0,2019-04-10
Total,55.0,2019-04-10
Aguascalientes,1.0,2019-04-11
Baja California,7.0,2019-04-11
Baja California Sur,0.0,2019-04-11
