Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-07-18
Baja California,4.0,2020-07-18
Baja California Sur,0.0,2020-07-18
Campeche,0.0,2020-07-18
Chiapas,1.0,2020-07-18
Chihuahua,5.0,2020-07-18
Ciudad de México,2.0,2020-07-18
Coahuila,0.0,2020-07-18
Colima,0.0,2020-07-18
Durango,0.0,2020-07-18
Estado de México,12.0,2020-07-18
Guanajuato,14.0,2020-07-18
Guerrero,2.0,2020-07-18
Hidalgo,1.0,2020-07-18
Jalisco,5.0,2020-07-18
Michoacán,5.0,2020-07-18
Morelos,5.0,2020-07-18
Nayarit,2.0,2020-07-18
Nuevo León,2.0,2020-07-18
Oaxaca,0.0,2020-07-18
Puebla,3.0,2020-07-18
Querétaro,0.0,2020-07-18
Quintana Roo,2.0,2020-07-18
San Luis Potosí,1.0,2020-07-18
Sinaloa,1.0,2020-07-18
Sonora,2.0,2020-07-18
Tabasco,2.0,2020-07-18
Tamaulipas,4.0,2020-07-18
Tlaxcala,0.0,2020-07-18
Veracruz,5.0,2020-07-18
Yucatán,0.0,2020-07-18
Zacatecas,2.0,2020-07-18
Total,82.0,2020-07-18
