Entidad,Homicidios,Fecha
Aguascalientes,1.0,2020-06-18
Baja California,6.0,2020-06-18
Baja California Sur,0.0,2020-06-18
Campeche,0.0,2020-06-18
Chiapas,4.0,2020-06-18
Chihuahua,4.0,2020-06-18
Ciudad de México,7.0,2020-06-18
Coahuila,0.0,2020-06-18
Colima,2.0,2020-06-18
Durango,0.0,2020-06-18
Estado de México,4.0,2020-06-18
Guanajuato,17.0,2020-06-18
Guerrero,2.0,2020-06-18
Hidalgo,0.0,2020-06-18
Jalisco,4.0,2020-06-18
Michoacán,4.0,2020-06-18
Morelos,1.0,2020-06-18
Nayarit,0.0,2020-06-18
Nuevo León,5.0,2020-06-18
Oaxaca,4.0,2020-06-18
Puebla,4.0,2020-06-18
Querétaro,0.0,2020-06-18
Quintana Roo,0.0,2020-06-18
San Luis Potosí,1.0,2020-06-18
Sinaloa,1.0,2020-06-18
Sonora,2.0,2020-06-18
Tabasco,1.0,2020-06-18
Tamaulipas,0.0,2020-06-18
Tlaxcala,0.0,2020-06-18
Veracruz,4.0,2020-06-18
Yucatán,0.0,2020-06-18
Zacatecas,3.0,2020-06-18
Total,81.0,2020-06-18
