Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-09-16
Baja California,9.0,2019-09-16
Baja California Sur,0.0,2019-09-16
Campeche,1.0,2019-09-16
Chiapas,4.0,2019-09-16
Chihuahua,2.0,2019-09-16
Ciudad de México,6.0,2019-09-16
Coahuila,1.0,2019-09-16
Colima,1.0,2019-09-16
Durango,1.0,2019-09-16
Estado de México,9.0,2019-09-16
Guanajuato,6.0,2019-09-16
Guerrero,3.0,2019-09-16
Hidalgo,1.0,2019-09-16
Jalisco,8.0,2019-09-16
Michoacán,3.0,2019-09-16
Morelos,2.0,2019-09-16
Nayarit,0.0,2019-09-16
Nuevo León,2.0,2019-09-16
Oaxaca,3.0,2019-09-16
Puebla,4.0,2019-09-16
Querétaro,0.0,2019-09-16
Quintana Roo,4.0,2019-09-16
San Luis Potosí,2.0,2019-09-16
Sinaloa,0.0,2019-09-16
Sonora,3.0,2019-09-16
Tabasco,1.0,2019-09-16
Tamaulipas,2.0,2019-09-16
Tlaxcala,4.0,2019-09-16
Veracruz,3.0,2019-09-16
Yucatán,0.0,2019-09-16
Zacatecas,2.0,2019-09-16
Total,87.0,2019-09-16
