Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-09-24
Baja California,9.0,2019-09-24
Baja California Sur,1.0,2019-09-24
Campeche,0.0,2019-09-24
Chiapas,2.0,2019-09-24
Chihuahua,7.0,2019-09-24
Ciudad de México,3.0,2019-09-24
Coahuila,2.0,2019-09-24
Colima,4.0,2019-09-24
Durango,0.0,2019-09-24
Estado de México,6.0,2019-09-24
Guanajuato,10.0,2019-09-24
Guerrero,3.0,2019-09-24
Hidalgo,1.0,2019-09-24
Jalisco,8.0,2019-09-24
Michoacán,2.0,2019-09-24
Morelos,1.0,2019-09-24
Nayarit,0.0,2019-09-24
Nuevo León,1.0,2019-09-24
Oaxaca,0.0,2019-09-24
Puebla,5.0,2019-09-24
Querétaro,0.0,2019-09-24
Quintana Roo,2.0,2019-09-24
San Luis Potosí,0.0,2019-09-24
Sinaloa,0.0,2019-09-24
Sonora,0.0,2019-09-24
Tabasco,1.0,2019-09-24
Tamaulipas,0.0,2019-09-24
Tlaxcala,0.0,2019-09-24
Veracruz,0.0,2019-09-24
Yucatán,0.0,2019-09-24
Zacatecas,3.0,2019-09-24
Total,71.0,2019-09-24
