Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-01-25
Baja California,4.0,2020-01-25
Baja California Sur,0.0,2020-01-25
Campeche,0.0,2020-01-25
Chiapas,1.0,2020-01-25
Chihuahua,7.0,2020-01-25
Ciudad de México,7.0,2020-01-25
Coahuila,0.0,2020-01-25
Colima,1.0,2020-01-25
Durango,0.0,2020-01-25
Estado de México,5.0,2020-01-25
Guanajuato,17.0,2020-01-25
Guerrero,4.0,2020-01-25
Hidalgo,0.0,2020-01-25
Jalisco,7.0,2020-01-25
Michoacán,5.0,2020-01-25
Morelos,2.0,2020-01-25
Nayarit,0.0,2020-01-25
Nuevo León,2.0,2020-01-25
Oaxaca,1.0,2020-01-25
Puebla,1.0,2020-01-25
Querétaro,0.0,2020-01-25
Quintana Roo,3.0,2020-01-25
San Luis Potosí,1.0,2020-01-25
Sinaloa,3.0,2020-01-25
Sonora,3.0,2020-01-25
Tabasco,1.0,2020-01-25
Tamaulipas,0.0,2020-01-25
Tlaxcala,0.0,2020-01-25
Veracruz,5.0,2020-01-25
Yucatán,0.0,2020-01-25
Zacatecas,0.0,2020-01-25
Total,80.0,2020-01-25
