Entidad,Homicidios,Fecha
Aguascalientes,0,2020-01-26
Baja California,3,2020-01-26
Baja California Sur,0,2020-01-26
Campeche,0,2020-01-26
Chiapas,0,2020-01-26
Chihuahua,15,2020-01-26
Ciudad de México,5,2020-01-26
Coahuila,0,2020-01-26
Colima,1,2020-01-26
Durango,0,2020-01-26
Estado de México,10,2020-01-26
Guanajuato,22,2020-01-26
Guerrero,3,2020-01-26
Hidalgo,1,2020-01-26
Jalisco,5,2020-01-26
Michoacán,7,2020-01-26
Morelos,1,2020-01-26
Nayarit,0,2020-01-26
Nuevo León,3,2020-01-26
Oaxaca,5,2020-01-26
Puebla,3,2020-01-26
Querétaro,0,2020-01-26
Quintana Roo,7,2020-01-26
San Luis Potosí,2,2020-01-26
Sinaloa,3,2020-01-26
Sonora,1,2020-01-26
Tabasco,1,2020-01-26
Tamaulipas,2,2020-01-26
Tlaxcala,1,2020-01-26
Veracruz,3,2020-01-26
Yucatán,0,2020-01-26
Zacatecas,0,2020-01-26
Total,104,2020-01-26
