Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-05-23
Baja California,10.0,2020-05-23
Baja California Sur,0.0,2020-05-23
Campeche,1.0,2020-05-23
Chiapas,1.0,2020-05-23
Chihuahua,5.0,2020-05-23
Ciudad de México,2.0,2020-05-23
Coahuila,1.0,2020-05-23
Colima,0.0,2020-05-23
Durango,0.0,2020-05-23
Estado de México,9.0,2020-05-23
Guanajuato,5.0,2020-05-23
Guerrero,2.0,2020-05-23
Hidalgo,1.0,2020-05-23
Jalisco,6.0,2020-05-23
Michoacán,26.0,2020-05-23
Morelos,1.0,2020-05-23
Nayarit,0.0,2020-05-23
Nuevo León,3.0,2020-05-23
Oaxaca,5.0,2020-05-23
Puebla,5.0,2020-05-23
Querétaro,0.0,2020-05-23
Quintana Roo,1.0,2020-05-23
San Luis Potosí,3.0,2020-05-23
Sinaloa,1.0,2020-05-23
Sonora,1.0,2020-05-23
Tabasco,2.0,2020-05-23
Tamaulipas,2.0,2020-05-23
Tlaxcala,0.0,2020-05-23
Veracruz,3.0,2020-05-23
Yucatán,0.0,2020-05-23
Zacatecas,1.0,2020-05-23
Total,97.0,2020-05-23
