Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-06-13
Baja California,7.0,2019-06-13
Baja California Sur,0.0,2019-06-13
Campeche,0.0,2019-06-13
Chiapas,0.0,2019-06-13
Chihuahua,0.0,2019-06-13
Ciudad de México,4.0,2019-06-13
Coahuila,0.0,2019-06-13
Colima,4.0,2019-06-13
Durango,1.0,2019-06-13
Estado de México,7.0,2019-06-13
Guanajuato,5.0,2019-06-13
Guerrero,4.0,2019-06-13
Hidalgo,2.0,2019-06-13
Jalisco,9.0,2019-06-13
Michoacán,11.0,2019-06-13
Morelos,1.0,2019-06-13
Nayarit,0.0,2019-06-13
Nuevo León,2.0,2019-06-13
Oaxaca,5.0,2019-06-13
Puebla,3.0,2019-06-13
Querétaro,2.0,2019-06-13
Quintana Roo,2.0,2019-06-13
San Luis Potosí,0.0,2019-06-13
Sinaloa,5.0,2019-06-13
Sonora,3.0,2019-06-13
Tabasco,1.0,2019-06-13
Tamaulipas,0.0,2019-06-13
Tlaxcala,0.0,2019-06-13
Veracruz,4.0,2019-06-13
Yucatán,0.0,2019-06-13
Zacatecas,1.0,2019-06-13
Total,83.0,2019-06-13
