Entidad,Homicidios,Fecha
Aguascalientes,0,2020-12-25
Baja California,8,2020-12-25
Baja California Sur,0,2020-12-25
Campeche,1,2020-12-25
Chiapas,0,2020-12-25
Chihuahua,2,2020-12-25
Ciudad de México,4,2020-12-25
Coahuila,0,2020-12-25
Colima,0,2020-12-25
Durango,0,2020-12-25
Estado de México,1,2020-12-25
Guanajuato,5,2020-12-25
Guerrero,5,2020-12-25
Hidalgo,2,2020-12-25
Jalisco,4,2020-12-25
Michoacán,1,2020-12-25
Morelos,3,2020-12-25
Nayarit,0,2020-12-25
Nuevo León,3,2020-12-25
Oaxaca,2,2020-12-25
Puebla,3,2020-12-25
Querétaro,0,2020-12-25
Quintana Roo,2,2020-12-25
San Luis Potosí,0,2020-12-25
Sinaloa,2,2020-12-25
Sonora,2,2020-12-25
Tabasco,1,2020-12-25
Tamaulipas,0,2020-12-25
Tlaxcala,1,2020-12-25
Veracruz,4,2020-12-25
Yucatán,0,2020-12-25
Zacatecas,0,2020-12-25
