Entidad,Homicidios,Fecha
Aguascalientes,0,2020-12-06
Baja California,5,2020-12-06
Baja California Sur,0,2020-12-06
Campeche,0,2020-12-06
Chiapas,3,2020-12-06
Chihuahua,1,2020-12-06
Ciudad de México,5,2020-12-06
Coahuila,0,2020-12-06
Colima,0,2020-12-06
Durango,0,2020-12-06
Estado de México,3,2020-12-06
Guanajuato,6,2020-12-06
Guerrero,7,2020-12-06
Hidalgo,2,2020-12-06
Jalisco,2,2020-12-06
Michoacán,10,2020-12-06
Morelos,0,2020-12-06
Nayarit,0,2020-12-06
Nuevo León,2,2020-12-06
Oaxaca,1,2020-12-06
Puebla,4,2020-12-06
Querétaro,0,2020-12-06
Quintana Roo,3,2020-12-06
San Luis Potosí,1,2020-12-06
Sinaloa,0,2020-12-06
Sonora,2,2020-12-06
Tabasco,1,2020-12-06
Tamaulipas,3,2020-12-06
Tlaxcala,1,2020-12-06
Veracruz,3,2020-12-06
Yucatán,0,2020-12-06
Zacatecas,5,2020-12-06
