Entidad,Homicidios,Fecha
Aguascalientes,0,2020-12-18
Baja California,5,2020-12-18
Baja California Sur,0,2020-12-18
Campeche,0,2020-12-18
Chiapas,0,2020-12-18
Chihuahua,6,2020-12-18
Ciudad de México,3,2020-12-18
Coahuila,0,2020-12-18
Colima,0,2020-12-18
Durango,0,2020-12-18
Estado de México,2,2020-12-18
Guanajuato,9,2020-12-18
Guerrero,0,2020-12-18
Hidalgo,0,2020-12-18
Jalisco,6,2020-12-18
Michoacán,2,2020-12-18
Morelos,3,2020-12-18
Nayarit,0,2020-12-18
Nuevo León,0,2020-12-18
Oaxaca,3,2020-12-18
Puebla,2,2020-12-18
Querétaro,0,2020-12-18
Quintana Roo,1,2020-12-18
San Luis Potosí,8,2020-12-18
Sinaloa,0,2020-12-18
Sonora,4,2020-12-18
Tabasco,5,2020-12-18
Tamaulipas,0,2020-12-18
Tlaxcala,0,2020-12-18
Veracruz,3,2020-12-18
Yucatán,0,2020-12-18
Zacatecas,10,2020-12-18
