Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-01-15
Baja California,3.0,2020-01-15
Baja California Sur,0.0,2020-01-15
Campeche,0.0,2020-01-15
Chiapas,2.0,2020-01-15
Chihuahua,4.0,2020-01-15
Ciudad de México,5.0,2020-01-15
Coahuila,0.0,2020-01-15
Colima,1.0,2020-01-15
Durango,0.0,2020-01-15
Estado de México,2.0,2020-01-15
Guanajuato,26.0,2020-01-15
Guerrero,1.0,2020-01-15
Hidalgo,0.0,2020-01-15
Jalisco,7.0,2020-01-15
Michoacán,9.0,2020-01-15
Morelos,0.0,2020-01-15
Nayarit,0.0,2020-01-15
Nuevo León,1.0,2020-01-15
Oaxaca,2.0,2020-01-15
Puebla,6.0,2020-01-15
Querétaro,0.0,2020-01-15
Quintana Roo,1.0,2020-01-15
San Luis Potosí,0.0,2020-01-15
Sinaloa,1.0,2020-01-15
Sonora,0.0,2020-01-15
Tabasco,1.0,2020-01-15
Tamaulipas,2.0,2020-01-15
Tlaxcala,1.0,2020-01-15
Veracruz,7.0,2020-01-15
Yucatán,0.0,2020-01-15
Zacatecas,0.0,2020-01-15
Total,82.0,2020-01-15
