Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-03-17
Baja California,2.0,2020-03-17
Baja California Sur,0.0,2020-03-17
Campeche,0.0,2020-03-17
Chiapas,0.0,2020-03-17
Chihuahua,6.0,2020-03-17
Ciudad de México,2.0,2020-03-17
Coahuila,2.0,2020-03-17
Colima,2.0,2020-03-17
Durango,0.0,2020-03-17
Estado de México,12.0,2020-03-17
Guanajuato,7.0,2020-03-17
Guerrero,6.0,2020-03-17
Hidalgo,0.0,2020-03-17
Jalisco,6.0,2020-03-17
Michoacán,10.0,2020-03-17
Morelos,5.0,2020-03-17
Nayarit,0.0,2020-03-17
Nuevo León,3.0,2020-03-17
Oaxaca,8.0,2020-03-17
Puebla,1.0,2020-03-17
Querétaro,0.0,2020-03-17
Quintana Roo,3.0,2020-03-17
San Luis Potosí,0.0,2020-03-17
Sinaloa,2.0,2020-03-17
Sonora,0.0,2020-03-17
Tabasco,0.0,2020-03-17
Tamaulipas,0.0,2020-03-17
Tlaxcala,0.0,2020-03-17
Veracruz,5.0,2020-03-17
Yucatán,0.0,2020-03-17
Zacatecas,4.0,2020-03-17
Total,86.0,2020-03-17
