Entidad,Homicidios,Fecha
Aguascalientes,0,2021-03-30
Baja California,5,2021-03-30
Baja California Sur,1,2021-03-30
Campeche,0,2021-03-30
Chiapas,5,2021-03-30
Chihuahua,6,2021-03-30
Ciudad de México,0,2021-03-30
Coahuila,0,2021-03-30
Colima,0,2021-03-30
Durango,0,2021-03-30
Estado de México,7,2021-03-30
Guanajuato,2,2021-03-30
Guerrero,2,2021-03-30
Hidalgo,1,2021-03-30
Jalisco,8,2021-03-30
Michoacán,7,2021-03-30
Morelos,1,2021-03-30
Nayarit,0,2021-03-30
Nuevo León,1,2021-03-30
Oaxaca,3,2021-03-30
Puebla,2,2021-03-30
Querétaro,0,2021-03-30
Quintana Roo,3,2021-03-30
San Luis Potosí,1,2021-03-30
Sinaloa,1,2021-03-30
Sonora,1,2021-03-30
Tabasco,3,2021-03-30
Tamaulipas,4,2021-03-30
Tlaxcala,0,2021-03-30
Veracruz,1,2021-03-30
Yucatán,0,2021-03-30
Zacatecas,3,2021-03-30
