Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-07-10
Baja California,6.0,2019-07-10
Baja California Sur,0.0,2019-07-10
Campeche,0.0,2019-07-10
Chiapas,0.0,2019-07-10
Chihuahua,8.0,2019-07-10
Ciudad de México,1.0,2019-07-10
Coahuila,0.0,2019-07-10
Colima,2.0,2019-07-10
Durango,1.0,2019-07-10
Estado de México,6.0,2019-07-10
Guanajuato,3.0,2019-07-10
Guerrero,3.0,2019-07-10
Hidalgo,4.0,2019-07-10
Jalisco,6.0,2019-07-10
Michoacán,2.0,2019-07-10
Morelos,4.0,2019-07-10
Nayarit,0.0,2019-07-10
Nuevo León,2.0,2019-07-10
Oaxaca,3.0,2019-07-10
Puebla,2.0,2019-07-10
Querétaro,0.0,2019-07-10
Quintana Roo,2.0,2019-07-10
San Luis Potosí,1.0,2019-07-10
Sinaloa,5.0,2019-07-10
Sonora,2.0,2019-07-10
Tabasco,1.0,2019-07-10
Tamaulipas,2.0,2019-07-10
Tlaxcala,1.0,2019-07-10
Veracruz,8.0,2019-07-10
Yucatán,0.0,2019-07-10
Zacatecas,1.0,2019-07-10
Total,76.0,2019-07-10
