Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-07-31
Baja California,3.0,2019-07-31
Baja California Sur,0.0,2019-07-31
Campeche,0.0,2019-07-31
Chiapas,2.0,2019-07-31
Chihuahua,6.0,2019-07-31
Ciudad de México,4.0,2019-07-31
Coahuila,0.0,2019-07-31
Colima,1.0,2019-07-31
Durango,3.0,2019-07-31
Estado de México,6.0,2019-07-31
Guanajuato,5.0,2019-07-31
Guerrero,8.0,2019-07-31
Hidalgo,5.0,2019-07-31
Jalisco,10.0,2019-07-31
Michoacán,2.0,2019-07-31
Morelos,3.0,2019-07-31
Nayarit,0.0,2019-07-31
Nuevo León,1.0,2019-07-31
Oaxaca,0.0,2019-07-31
Puebla,8.0,2019-07-31
Querétaro,0.0,2019-07-31
Quintana Roo,11.0,2019-07-31
San Luis Potosí,0.0,2019-07-31
Sinaloa,0.0,2019-07-31
Sonora,2.0,2019-07-31
Tabasco,0.0,2019-07-31
Tamaulipas,0.0,2019-07-31
Tlaxcala,0.0,2019-07-31
Veracruz,4.0,2019-07-31
Yucatán,0.0,2019-07-31
Zacatecas,4.0,2019-07-31
Total,88.0,2019-07-31
