Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-12-09
Baja California,9.0,2019-12-09
Baja California Sur,0.0,2019-12-09
Campeche,0.0,2019-12-09
Chiapas,3.0,2019-12-09
Chihuahua,2.0,2019-12-09
Ciudad de México,5.0,2019-12-09
Coahuila,0.0,2019-12-09
Colima,4.0,2019-12-09
Durango,1.0,2019-12-09
Estado de México,14.0,2019-12-09
Guanajuato,7.0,2019-12-09
Guerrero,3.0,2019-12-09
Hidalgo,2.0,2019-12-09
Jalisco,3.0,2019-12-09
Michoacán,5.0,2019-12-09
Morelos,1.0,2019-12-09
Nayarit,0.0,2019-12-09
Nuevo León,2.0,2019-12-09
Oaxaca,1.0,2019-12-09
Puebla,6.0,2019-12-09
Querétaro,0.0,2019-12-09
Quintana Roo,2.0,2019-12-09
San Luis Potosí,0.0,2019-12-09
Sinaloa,1.0,2019-12-09
Sonora,1.0,2019-12-09
Tabasco,2.0,2019-12-09
Tamaulipas,1.0,2019-12-09
Tlaxcala,0.0,2019-12-09
Veracruz,2.0,2019-12-09
Yucatán,0.0,2019-12-09
Zacatecas,2.0,2019-12-09
Total,79.0,2019-12-09
