Entidad,Homicidios,Fecha
Aguascalientes,1.0,2019-12-15
Baja California,7.0,2019-12-15
Baja California Sur,0.0,2019-12-15
Campeche,0.0,2019-12-15
Chiapas,1.0,2019-12-15
Chihuahua,4.0,2019-12-15
Ciudad de México,4.0,2019-12-15
Coahuila,0.0,2019-12-15
Colima,0.0,2019-12-15
Durango,2.0,2019-12-15
Estado de México,11.0,2019-12-15
Guanajuato,2.0,2019-12-15
Guerrero,2.0,2019-12-15
Hidalgo,3.0,2019-12-15
Jalisco,5.0,2019-12-15
Michoacán,7.0,2019-12-15
Morelos,2.0,2019-12-15
Nayarit,0.0,2019-12-15
Nuevo León,1.0,2019-12-15
Oaxaca,0.0,2019-12-15
Puebla,2.0,2019-12-15
Querétaro,0.0,2019-12-15
Quintana Roo,3.0,2019-12-15
San Luis Potosí,1.0,2019-12-15
Sinaloa,3.0,2019-12-15
Sonora,0.0,2019-12-15
Tabasco,3.0,2019-12-15
Tamaulipas,2.0,2019-12-15
Tlaxcala,1.0,2019-12-15
Veracruz,3.0,2019-12-15
Yucatán,0.0,2019-12-15
Zacatecas,0.0,2019-12-15
Total,70.0,2019-12-15
