Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-03-10
Baja California,3.0,2020-03-10
Baja California Sur,0.0,2020-03-10
Campeche,0.0,2020-03-10
Chiapas,0.0,2020-03-10
Chihuahua,8.0,2020-03-10
Ciudad de México,2.0,2020-03-10
Coahuila,1.0,2020-03-10
Colima,0.0,2020-03-10
Durango,0.0,2020-03-10
Estado de México,5.0,2020-03-10
Guanajuato,10.0,2020-03-10
Guerrero,4.0,2020-03-10
Hidalgo,1.0,2020-03-10
Jalisco,6.0,2020-03-10
Michoacán,9.0,2020-03-10
Morelos,0.0,2020-03-10
Nayarit,0.0,2020-03-10
Nuevo León,1.0,2020-03-10
Oaxaca,1.0,2020-03-10
Puebla,7.0,2020-03-10
Querétaro,0.0,2020-03-10
Quintana Roo,2.0,2020-03-10
San Luis Potosí,3.0,2020-03-10
Sinaloa,5.0,2020-03-10
Sonora,1.0,2020-03-10
Tabasco,3.0,2020-03-10
Tamaulipas,1.0,2020-03-10
Tlaxcala,0.0,2020-03-10
Veracruz,4.0,2020-03-10
Yucatán,0.0,2020-03-10
Zacatecas,2.0,2020-03-10
Total,79.0,2020-03-10
