Entidad,Homicidios,Fecha
Aguascalientes,0,2020-12-01
Baja California,6,2020-12-01
Baja California Sur,0,2020-12-01
Campeche,0,2020-12-01
Chiapas,0,2020-12-01
Chihuahua,3,2020-12-01
Ciudad de México,2,2020-12-01
Coahuila,0,2020-12-01
Colima,1,2020-12-01
Durango,0,2020-12-01
Estado de México,8,2020-12-01
Guanajuato,23,2020-12-01
Guerrero,4,2020-12-01
Hidalgo,0,2020-12-01
Jalisco,7,2020-12-01
Michoacán,8,2020-12-01
Morelos,2,2020-12-01
Nayarit,0,2020-12-01
Nuevo León,3,2020-12-01
Oaxaca,1,2020-12-01
Puebla,1,2020-12-01
Querétaro,0,2020-12-01
Quintana Roo,2,2020-12-01
San Luis Potosí,1,2020-12-01
Sinaloa,0,2020-12-01
Sonora,0,2020-12-01
Tabasco,4,2020-12-01
Tamaulipas,0,2020-12-01
Tlaxcala,0,2020-12-01
Veracruz,3,2020-12-01
Yucatán,2,2020-12-01
Zacatecas,4,2020-12-01
Aguascalientes,0,2020-12-02
Baja California,9,2020-12-02
Baja California Sur,1,2020-12-02
Campeche,0,2020-12-02
Chiapas,2,2020-12-02
Chihuahua,10,2020-12-02
Ciudad de México,2,2020-12-02
Coahuila,0,2020-12-02
Colima,2,2020-12-02
Durango,1,2020-12-02
Estado de México,8,2020-12-02
Guanajuato,6,2020-12-02
Guerrero,0,2020-12-02
Hidalgo,1,2020-12-02
Jalisco,5,2020-12-02
Michoacán,16,2020-12-02
Morelos,2,2020-12-02
Nayarit,0,2020-12-02
Nuevo León,0,2020-12-02
Oaxaca,0,2020-12-02
Puebla,1,2020-12-02
Querétaro,0,2020-12-02
Quintana Roo,0,2020-12-02
San Luis Potosí,1,2020-12-02
Sinaloa,2,2020-12-02
Sonora,7,2020-12-02
Tabasco,2,2020-12-02
Tamaulipas,1,2020-12-02
Tlaxcala,0,2020-12-02
Veracruz,2,2020-12-02
Yucatán,0,2020-12-02
Zacatecas,4,2020-12-02
Aguascalientes,0,2020-12-03
Baja California,5,2020-12-03
Baja California Sur,0,2020-12-03
Campeche,0,2020-12-03
Chiapas,1,2020-12-03
Chihuahua,3,2020-12-03
Ciudad de México,3,2020-12-03
Coahuila,0,2020-12-03
Colima,5,2020-12-03
Durango,0,2020-12-03
Estado de México,8,2020-12-03
Guanajuato,9,2020-12-03
Guerrero,3,2020-12-03
Hidalgo,0,2020-12-03
Jalisco,8,2020-12-03
Michoacán,9,2020-12-03
Morelos,1,2020-12-03
Nayarit,0,2020-12-03
Nuevo León,6,2020-12-03
Oaxaca,2,2020-12-03
Puebla,4,2020-12-03
Querétaro,1,2020-12-03
Quintana Roo,0,2020-12-03
