Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-04-14
Baja California,9.0,2019-04-14
Baja California Sur,0.0,2019-04-14
Campeche,0.0,2019-04-14
Chiapas,1.0,2019-04-14
Chihuahua,7.0,2019-04-14
Ciudad de México,7.0,2019-04-14
Coahuila,0.0,2019-04-14
Colima,2.0,2019-04-14
Durango,0.0,2019-04-14
Estado de México,7.0,2019-04-14
Guanajuato,5.0,2019-04-14
Guerrero,2.0,2019-04-14
Hidalgo,1.0,2019-04-14
Jalisco,12.0,2019-04-14
Michoacán,0.0,2019-04-14
Morelos,1.0,2019-04-14
Nayarit,0.0,2019-04-14
Nuevo León,2.0,2019-04-14
Oaxaca,1.0,2019-04-14
Puebla,3.0,2019-04-14
Querétaro,1.0,2019-04-14
Quintana Roo,4.0,2019-04-14
San Luis Potosí,0.0,2019-04-14
Sinaloa,4.0,2019-04-14
Sonora,0.0,2019-04-14
Tabasco,2.0,2019-04-14
Tamaulipas,3.0,2019-04-14
Tlaxcala,2.0,2019-04-14
Veracruz,5.0,2019-04-14
Yucatán,0.0,2019-04-14
Zacatecas,1.0,2019-04-14
Total,82.0,2019-04-14
