Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-04-17
Baja California,3.0,2019-04-17
Baja California Sur,0.0,2019-04-17
Campeche,1.0,2019-04-17
Chiapas,2.0,2019-04-17
Chihuahua,4.0,2019-04-17
Ciudad de México,5.0,2019-04-17
Coahuila,0.0,2019-04-17
Colima,2.0,2019-04-17
Durango,0.0,2019-04-17
Estado de México,7.0,2019-04-17
Guanajuato,6.0,2019-04-17
Guerrero,1.0,2019-04-17
Hidalgo,0.0,2019-04-17
Jalisco,7.0,2019-04-17
Michoacán,1.0,2019-04-17
Morelos,3.0,2019-04-17
Nayarit,0.0,2019-04-17
Nuevo León,1.0,2019-04-17
Oaxaca,5.0,2019-04-17
Puebla,1.0,2019-04-17
Querétaro,0.0,2019-04-17
Quintana Roo,3.0,2019-04-17
San Luis Potosí,1.0,2019-04-17
Sinaloa,1.0,2019-04-17
Sonora,2.0,2019-04-17
Tabasco,1.0,2019-04-17
Tamaulipas,2.0,2019-04-17
Tlaxcala,0.0,2019-04-17
Veracruz,5.0,2019-04-17
Yucatán,0.0,2019-04-17
Zacatecas,1.0,2019-04-17
Total,65.0,2019-04-17
