Entidad,Homicidios,Fecha
Aguascalientes,0.0,2020-09-13
Baja California,9.0,2020-09-13
Baja California Sur,0.0,2020-09-13
Campeche,0.0,2020-09-13
Chiapas,3.0,2020-09-13
Chihuahua,6.0,2020-09-13
Ciudad de México,1.0,2020-09-13
Coahuila,0.0,2020-09-13
Colima,3.0,2020-09-13
Durango,0.0,2020-09-13
Estado de México,7.0,2020-09-13
Guanajuato,8.0,2020-09-13
Guerrero,1.0,2020-09-13
Hidalgo,0.0,2020-09-13
Jalisco,8.0,2020-09-13
Michoacán,9.0,2020-09-13
Morelos,3.0,2020-09-13
Nayarit,0.0,2020-09-13
Nuevo León,1.0,2020-09-13
Oaxaca,1.0,2020-09-13
Puebla,5.0,2020-09-13
Querétaro,0.0,2020-09-13
Quintana Roo,2.0,2020-09-13
San Luis Potosí,4.0,2020-09-13
Sinaloa,5.0,2020-09-13
Sonora,1.0,2020-09-13
Tabasco,0.0,2020-09-13
Tamaulipas,0.0,2020-09-13
Tlaxcala,0.0,2020-09-13
Veracruz,3.0,2020-09-13
Yucatán,0.0,2020-09-13
Zacatecas,4.0,2020-09-13
