Entidad,Homicidios,Fecha
Aguascalientes,1,2020-09-29
Baja California,6,2020-09-29
Baja California Sur,0,2020-09-29
Campeche,0,2020-09-29
Chiapas,2,2020-09-29
Chihuahua,3,2020-09-29
Ciudad de México,2,2020-09-29
Coahuila,0,2020-09-29
Colima,3,2020-09-29
Durango,0,2020-09-29
Estado de México,4,2020-09-29
Guanajuato,10,2020-09-29
Guerrero,2,2020-09-29
Hidalgo,2,2020-09-29
Jalisco,4,2020-09-29
Michoacán,6,2020-09-29
Morelos,1,2020-09-29
Nayarit,0,2020-09-29
Nuevo León,2,2020-09-29
Oaxaca,7,2020-09-29
Puebla,0,2020-09-29
Querétaro,0,2020-09-29
Quintana Roo,1,2020-09-29
San Luis Potosí,1,2020-09-29
Sinaloa,3,2020-09-29
Sonora,2,2020-09-29
Tabasco,0,2020-09-29
Tamaulipas,1,2020-09-29
Tlaxcala,4,2020-09-29
Veracruz,2,2020-09-29
Yucatán,0,2020-09-29
Zacatecas,3,2020-09-29
