Entidad,Homicidios,Fecha
Aguascalientes,2.0,2020-07-28
Baja California,15.0,2020-07-28
Baja California Sur,0.0,2020-07-28
Campeche,0.0,2020-07-28
Chiapas,1.0,2020-07-28
Chihuahua,4.0,2020-07-28
Ciudad de México,2.0,2020-07-28
Coahuila,0.0,2020-07-28
Colima,1.0,2020-07-28
Durango,0.0,2020-07-28
Estado de México,10.0,2020-07-28
Guanajuato,6.0,2020-07-28
Guerrero,3.0,2020-07-28
Hidalgo,0.0,2020-07-28
Jalisco,3.0,2020-07-28
Michoacán,4.0,2020-07-28
Morelos,0.0,2020-07-28
Nayarit,0.0,2020-07-28
Nuevo León,1.0,2020-07-28
Oaxaca,1.0,2020-07-28
Puebla,2.0,2020-07-28
Querétaro,1.0,2020-07-28
Quintana Roo,2.0,2020-07-28
San Luis Potosí,3.0,2020-07-28
Sinaloa,0.0,2020-07-28
Sonora,3.0,2020-07-28
Tabasco,2.0,2020-07-28
Tamaulipas,1.0,2020-07-28
Tlaxcala,0.0,2020-07-28
Veracruz,5.0,2020-07-28
Yucatán,0.0,2020-07-28
Zacatecas,2.0,2020-07-28
Total,74.0,2020-07-28
