Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-05-10
Baja California,4.0,2019-05-10
Baja California Sur,0.0,2019-05-10
Campeche,0.0,2019-05-10
Chiapas,0.0,2019-05-10
Chihuahua,2.0,2019-05-10
Ciudad de México,4.0,2019-05-10
Coahuila,0.0,2019-05-10
Colima,1.0,2019-05-10
Durango,0.0,2019-05-10
Estado de México,6.0,2019-05-10
Guanajuato,2.0,2019-05-10
Guerrero,1.0,2019-05-10
Hidalgo,2.0,2019-05-10
Jalisco,5.0,2019-05-10
Michoacán,3.0,2019-05-10
Morelos,5.0,2019-05-10
Nayarit,1.0,2019-05-10
Nuevo León,4.0,2019-05-10
Oaxaca,0.0,2019-05-10
Puebla,0.0,2019-05-10
Querétaro,1.0,2019-05-10
Quintana Roo,2.0,2019-05-10
San Luis Potosí,3.0,2019-05-10
Sinaloa,6.0,2019-05-10
Sonora,1.0,2019-05-10
Tabasco,0.0,2019-05-10
Tamaulipas,1.0,2019-05-10
Tlaxcala,0.0,2019-05-10
Veracruz,4.0,2019-05-10
Yucatán,0.0,2019-05-10
Zacatecas,0.0,2019-05-10
Total,58.0,2019-05-10
