Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-07-29
Baja California,8.0,2019-07-29
Baja California Sur,0.0,2019-07-29
Campeche,0.0,2019-07-29
Chiapas,4.0,2019-07-29
Chihuahua,6.0,2019-07-29
Ciudad de México,3.0,2019-07-29
Coahuila,0.0,2019-07-29
Colima,1.0,2019-07-29
Durango,0.0,2019-07-29
Estado de México,11.0,2019-07-29
Guanajuato,7.0,2019-07-29
Guerrero,5.0,2019-07-29
Hidalgo,1.0,2019-07-29
Jalisco,8.0,2019-07-29
Michoacán,6.0,2019-07-29
Morelos,0.0,2019-07-29
Nayarit,0.0,2019-07-29
Nuevo León,1.0,2019-07-29
Oaxaca,2.0,2019-07-29
Puebla,2.0,2019-07-29
Querétaro,2.0,2019-07-29
Quintana Roo,2.0,2019-07-29
San Luis Potosí,1.0,2019-07-29
Sinaloa,2.0,2019-07-29
Sonora,5.0,2019-07-29
Tabasco,0.0,2019-07-29
Tamaulipas,0.0,2019-07-29
Tlaxcala,1.0,2019-07-29
Veracruz,3.0,2019-07-29
Yucatán,0.0,2019-07-29
Zacatecas,1.0,2019-07-29
Total,82.0,2019-07-29
