Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-07-11
Baja California,5.0,2019-07-11
Baja California Sur,0.0,2019-07-11
Campeche,0.0,2019-07-11
Chiapas,2.0,2019-07-11
Chihuahua,5.0,2019-07-11
Ciudad de México,6.0,2019-07-11
Coahuila,0.0,2019-07-11
Colima,1.0,2019-07-11
Durango,2.0,2019-07-11
Estado de México,10.0,2019-07-11
Guanajuato,11.0,2019-07-11
Guerrero,6.0,2019-07-11
Hidalgo,0.0,2019-07-11
Jalisco,7.0,2019-07-11
Michoacán,0.0,2019-07-11
Morelos,1.0,2019-07-11
Nayarit,1.0,2019-07-11
Nuevo León,5.0,2019-07-11
Oaxaca,2.0,2019-07-11
Puebla,3.0,2019-07-11
Querétaro,2.0,2019-07-11
Quintana Roo,2.0,2019-07-11
San Luis Potosí,1.0,2019-07-11
Sinaloa,1.0,2019-07-11
Sonora,1.0,2019-07-11
Tabasco,1.0,2019-07-11
Tamaulipas,0.0,2019-07-11
Tlaxcala,0.0,2019-07-11
Veracruz,9.0,2019-07-11
Yucatán,0.0,2019-07-11
Zacatecas,1.0,2019-07-11
Total,85.0,2019-07-11
