Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-07-01
Baja California,5.0,2019-07-01
Baja California Sur,0.0,2019-07-01
Campeche,0.0,2019-07-01
Chiapas,1.0,2019-07-01
Chihuahua,4.0,2019-07-01
Ciudad de México,6.0,2019-07-01
Coahuila,1.0,2019-07-01
Colima,2.0,2019-07-01
Durango,0.0,2019-07-01
Estado de México,11.0,2019-07-01
Guanajuato,9.0,2019-07-01
Guerrero,3.0,2019-07-01
Hidalgo,2.0,2019-07-01
Jalisco,6.0,2019-07-01
Michoacán,3.0,2019-07-01
Morelos,2.0,2019-07-01
Nayarit,3.0,2019-07-01
Nuevo León,3.0,2019-07-01
Oaxaca,0.0,2019-07-01
Puebla,2.0,2019-07-01
Querétaro,1.0,2019-07-01
Quintana Roo,2.0,2019-07-01
San Luis Potosí,0.0,2019-07-01
Sinaloa,3.0,2019-07-01
Sonora,1.0,2019-07-01
Tabasco,1.0,2019-07-01
Tamaulipas,2.0,2019-07-01
Tlaxcala,0.0,2019-07-01
Veracruz,4.0,2019-07-01
Yucatán,0.0,2019-07-01
Zacatecas,0.0,2019-07-01
Total,77.0,2019-07-01
