Entidad,Homicidios,Fecha
Aguascalientes,1,2021-02-21
Baja California,0,2021-02-21
Baja California Sur,0,2021-02-21
Campeche,0,2021-02-21
Chiapas,2,2021-02-21
Chihuahua,5,2021-02-21
Ciudad de México,7,2021-02-21
Coahuila,1,2021-02-21
Colima,3,2021-02-21
Durango,1,2021-02-21
Estado de México,10,2021-02-21
Guanajuato,9,2021-02-21
Guerrero,5,2021-02-21
Hidalgo,0,2021-02-21
Jalisco,5,2021-02-21
Michoacán,9,2021-02-21
Morelos,0,2021-02-21
Nayarit,0,2021-02-21
Nuevo León,4,2021-02-21
Oaxaca,1,2021-02-21
Puebla,2,2021-02-21
Querétaro,0,2021-02-21
Quintana Roo,4,2021-02-21
San Luis Potosí,0,2021-02-21
Sinaloa,3,2021-02-21
Sonora,4,2021-02-21
Tabasco,3,2021-02-21
Tamaulipas,0,2021-02-21
Tlaxcala,0,2021-02-21
Veracruz,1,2021-02-21
Yucatán,0,2021-02-21
Zacatecas,5,2021-02-21
