Entidad,Homicidios,Fecha
Aguascalientes,0,2021-02-18
Baja California,3,2021-02-18
Baja California Sur,1,2021-02-18
Campeche,1,2021-02-18
Chiapas,1,2021-02-18
Chihuahua,8,2021-02-18
Ciudad de México,3,2021-02-18
Coahuila,0,2021-02-18
Colima,2,2021-02-18
Durango,0,2021-02-18
Estado de México,5,2021-02-18
Guanajuato,9,2021-02-18
Guerrero,6,2021-02-18
Hidalgo,0,2021-02-18
Jalisco,8,2021-02-18
Michoacán,11,2021-02-18
Morelos,1,2021-02-18
Nayarit,4,2021-02-18
Nuevo León,3,2021-02-18
Oaxaca,0,2021-02-18
Puebla,2,2021-02-18
Querétaro,0,2021-02-18
Quintana Roo,4,2021-02-18
San Luis Potosí,1,2021-02-18
Sinaloa,2,2021-02-18
Sonora,1,2021-02-18
Tabasco,2,2021-02-18
Tamaulipas,0,2021-02-18
Tlaxcala,0,2021-02-18
Veracruz,4,2021-02-18
Yucatán,0,2021-02-18
Zacatecas,7,2021-02-18
