Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-10-01
Baja California,7.0,2019-10-01
Baja California Sur,0.0,2019-10-01
Campeche,0.0,2019-10-01
Chiapas,1.0,2019-10-01
Chihuahua,2.0,2019-10-01
Ciudad de México,1.0,2019-10-01
Coahuila,0.0,2019-10-01
Colima,0.0,2019-10-01
Durango,1.0,2019-10-01
Estado de México,9.0,2019-10-01
Guanajuato,12.0,2019-10-01
Guerrero,3.0,2019-10-01
Hidalgo,0.0,2019-10-01
Jalisco,5.0,2019-10-01
Michoacán,6.0,2019-10-01
Morelos,0.0,2019-10-01
Nayarit,0.0,2019-10-01
Nuevo León,3.0,2019-10-01
Oaxaca,8.0,2019-10-01
Puebla,4.0,2019-10-01
Querétaro,0.0,2019-10-01
Quintana Roo,5.0,2019-10-01
San Luis Potosí,0.0,2019-10-01
Sinaloa,1.0,2019-10-01
Sonora,0.0,2019-10-01
Tabasco,1.0,2019-10-01
Tamaulipas,4.0,2019-10-01
Tlaxcala,2.0,2019-10-01
Veracruz,2.0,2019-10-01
Yucatán,0.0,2019-10-01
Zacatecas,4.0,2019-10-01
Total,81.0,2019-10-01
