Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-06-27
Baja California,2.0,2019-06-27
Baja California Sur,0.0,2019-06-27
Campeche,0.0,2019-06-27
Chiapas,1.0,2019-06-27
Chihuahua,4.0,2019-06-27
Ciudad de México,3.0,2019-06-27
Coahuila,2.0,2019-06-27
Colima,0.0,2019-06-27
Durango,0.0,2019-06-27
Estado de México,5.0,2019-06-27
Guanajuato,5.0,2019-06-27
Guerrero,5.0,2019-06-27
Hidalgo,1.0,2019-06-27
Jalisco,3.0,2019-06-27
Michoacán,4.0,2019-06-27
Morelos,1.0,2019-06-27
Nayarit,1.0,2019-06-27
Nuevo León,6.0,2019-06-27
Oaxaca,5.0,2019-06-27
Puebla,5.0,2019-06-27
Querétaro,0.0,2019-06-27
Quintana Roo,2.0,2019-06-27
San Luis Potosí,2.0,2019-06-27
Sinaloa,1.0,2019-06-27
Sonora,4.0,2019-06-27
Tabasco,1.0,2019-06-27
Tamaulipas,0.0,2019-06-27
Tlaxcala,0.0,2019-06-27
Veracruz,3.0,2019-06-27
Yucatán,0.0,2019-06-27
Zacatecas,0.0,2019-06-27
Total,66.0,2019-06-27
