Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-06-10
Baja California,5.0,2019-06-10
Baja California Sur,1.0,2019-06-10
Campeche,0.0,2019-06-10
Chiapas,4.0,2019-06-10
Chihuahua,5.0,2019-06-10
Ciudad de México,2.0,2019-06-10
Coahuila,0.0,2019-06-10
Colima,1.0,2019-06-10
Durango,0.0,2019-06-10
Estado de México,9.0,2019-06-10
Guanajuato,3.0,2019-06-10
Guerrero,6.0,2019-06-10
Hidalgo,5.0,2019-06-10
Jalisco,9.0,2019-06-10
Michoacán,4.0,2019-06-10
Morelos,1.0,2019-06-10
Nayarit,1.0,2019-06-10
Nuevo León,2.0,2019-06-10
Oaxaca,1.0,2019-06-10
Puebla,2.0,2019-06-10
Querétaro,0.0,2019-06-10
Quintana Roo,1.0,2019-06-10
San Luis Potosí,1.0,2019-06-10
Sinaloa,4.0,2019-06-10
Sonora,9.0,2019-06-10
Tabasco,3.0,2019-06-10
Tamaulipas,2.0,2019-06-10
Tlaxcala,2.0,2019-06-10
Veracruz,7.0,2019-06-10
Yucatán,1.0,2019-06-10
Zacatecas,1.0,2019-06-10
Total,92.0,2019-06-10
