Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-06-30
Baja California,15.0,2019-06-30
Baja California Sur,0.0,2019-06-30
Campeche,0.0,2019-06-30
Chiapas,2.0,2019-06-30
Chihuahua,4.0,2019-06-30
Ciudad de México,4.0,2019-06-30
Coahuila,0.0,2019-06-30
Colima,1.0,2019-06-30
Durango,0.0,2019-06-30
Estado de México,10.0,2019-06-30
Guanajuato,11.0,2019-06-30
Guerrero,6.0,2019-06-30
Hidalgo,2.0,2019-06-30
Jalisco,2.0,2019-06-30
Michoacán,8.0,2019-06-30
Morelos,4.0,2019-06-30
Nayarit,2.0,2019-06-30
Nuevo León,2.0,2019-06-30
Oaxaca,4.0,2019-06-30
Puebla,1.0,2019-06-30
Querétaro,0.0,2019-06-30
Quintana Roo,0.0,2019-06-30
San Luis Potosí,0.0,2019-06-30
Sinaloa,6.0,2019-06-30
Sonora,2.0,2019-06-30
Tabasco,1.0,2019-06-30
Tamaulipas,1.0,2019-06-30
Tlaxcala,1.0,2019-06-30
Veracruz,8.0,2019-06-30
Yucatán,0.0,2019-06-30
Zacatecas,0.0,2019-06-30
Total,97.0,2019-06-30
