Entidad,Homicidios,Fecha
Aguascalientes,0.0,2019-05-28
Baja California,7.0,2019-05-28
Baja California Sur,1.0,2019-05-28
Campeche,0.0,2019-05-28
Chiapas,2.0,2019-05-28
Chihuahua,8.0,2019-05-28
Ciudad de México,6.0,2019-05-28
Coahuila,0.0,2019-05-28
Colima,3.0,2019-05-28
Durango,0.0,2019-05-28
Estado de México,7.0,2019-05-28
Guanajuato,6.0,2019-05-28
Guerrero,8.0,2019-05-28
Hidalgo,4.0,2019-05-28
Jalisco,7.0,2019-05-28
Michoacán,4.0,2019-05-28
Morelos,1.0,2019-05-28
Nayarit,1.0,2019-05-28
Nuevo León,0.0,2019-05-28
Oaxaca,1.0,2019-05-28
Puebla,1.0,2019-05-28
Querétaro,0.0,2019-05-28
Quintana Roo,1.0,2019-05-28
San Luis Potosí,0.0,2019-05-28
Sinaloa,1.0,2019-05-28
Sonora,0.0,2019-05-28
Tabasco,6.0,2019-05-28
Tamaulipas,1.0,2019-05-28
Tlaxcala,1.0,2019-05-28
Veracruz,1.0,2019-05-28
Yucatán,0.0,2019-05-28
Zacatecas,3.0,2019-05-28
Total,81.0,2019-05-28
